dataset	freq_removed	cor_n_estimate	cor_n_p.value	cor_shannon_estimate	cor_shannon_p.value	cor_nshannon_estimate	cor_nshannon_p.value
lake	4	-0.5179192736183876	8.409816868203055e-5	0.1991931528769697	0.15685840665416548	0.03158883292068641	0.8240738332035304
lake	5	-0.3848354213351894	0.004847317975829675	0.11719250405647824	0.4080100758631875	0.03158883292068641	0.8240738332035304
lake	6	-0.27183264259086026	0.05124245943685435	0.37848223285188887	0.005663189473678413	0.03158883292068641	0.8240738332035304
lake	7	-0.37337243524764285	0.006404101720442078	-0.10628505405622694	0.45329734701184254	0.03158883292068641	0.8240738332035304
lake	8	-0.18403405652182012	0.191547245290243	0.28304326018249537	0.042029958065279274	0.03158883292068641	0.8240738332035304
lake	9	-0.31152151320843036	0.024571789003227155	0.12510398054499525	0.3768655379645073	0.03158883292068641	0.8240738332035304
lake	10	-0.1754246682888208	0.2135263983914488	0.05673830049970346	0.6895086970462807	0.03158883292068641	0.8240738332035304
marine	1	-0.07142857142857141	0.8790481931481541	-0.21428571428571422	0.6445115810207208	0.7857142857142855	0.03623846267982733
marine	2	-0.28571428571428564	0.5345092286010411	-0.39285714285714274	0.38331687042697266	0.7857142857142855	0.03623846267982733
marine	3	0.07142857142857141	0.8790481931481541	-0.07142857142857141	0.8790481931481541	0.7857142857142855	0.03623846267982733
marine	4	0.24999999999999994	0.5887244480896832	0.07142857142857141	0.8790481931481541	0.7857142857142855	0.03623846267982733
marine	5	0.07142857142857141	0.8790481931481541	-0.07142857142857141	0.8790481931481541	0.7857142857142855	0.03623846267982733
marine	6	0.14285714285714282	0.7599453002180929	0.07142857142857141	0.8790481931481541	0.7857142857142855	0.03623846267982733
marine	7	0.28571428571428564	0.5345092286010409	0.21428571428571422	0.6445115810207204	0.7857142857142855	0.03623846267982733
marine	8	0	1	0	1	0.7857142857142855	0.03623846267982733
marine	9	0.07142857142857141	0.8790481931481541	-0.07142857142857141	0.8790481931481541	0.7857142857142855	0.03623846267982733
marine	10	-0.035714285714285705	0.9394082054712853	-0.28571428571428564	0.5345092286010411	0.7857142857142855	0.03623846267982733
mice	1	-0.7135588949266891	2.03756094098752e-55	-0.3161522174426722	1.6200973561212602e-9	0.08378834653669232	0.11871919187538663
mice	2	-0.2020085920615703	1.4820989261504473e-4	-0.032242541304489586	0.5488604195125146	0.08378834653669232	0.11871919187538663
mice	3	-0.1811587680098211	6.851573803070496e-4	-0.051194225605291056	0.3409933497000809	0.08378834653669232	0.11871919187538663
mice	4	0.02377396312595471	0.658515008154962	0.19420204642645542	2.678969033192536e-4	0.08378834653669232	0.11871919187538663
mice	5	-0.04438852236390917	0.4090963924213087	0.09022656443149674	0.09285461012119127	0.08378834653669232	0.11871919187538663
mice	6	0.05450172462006831	0.31067240152728004	0.053523666340988776	0.31944820425779513	0.08378834653669232	0.11871919187538663
mice	7	0.19086611943017276	3.426442057437831e-4	0.15269285206649516	0.004304234112699997	0.08378834653669232	0.11871919187538663
mice	8	0.032074984602840625	0.5509402777216375	0.15454838598504533	0.0038515208511833055	0.08378834653669232	0.11871919187538663
mice	9	0.14335267315159178	0.007396707120534767	0.15171305478641345	0.004562184384870324	0.08378834653669232	0.11871919187538663
mice	10	0.12194786102015041	0.022892685452498025	0.14910674596310225	0.005317559235363684	0.08378834653669232	0.11871919187538663
peromyscus	1	-0.759677780264041	4.247710538036608e-22	-0.4468639146727027	8.814948449276123e-7	0.47872604143244674	1.0686167533361014e-7
peromyscus	2	-0.6173949670535708	5.320071400370685e-13	-0.39959722183027	1.394080948549114e-5	0.47872604143244674	1.0686167533361014e-7
peromyscus	3	-0.48853811367218836	5.33789111263549e-8	-0.19564473411116542	0.03960518123458385	0.47872604143244674	1.0686167533361014e-7
peromyscus	4	-0.4441896513519904	1.042300959250891e-6	-0.17007268610193532	0.07433136748361557	0.47872604143244674	1.0686167533361014e-7
peromyscus	5	-0.25687786299326526	0.006497316882718174	0.0041566474854622315	0.9654644296969509	0.47872604143244674	1.0686167533361014e-7
peromyscus	6	-0.2365137360179328	0.012447948385180993	-0.07769657819084803	0.4176275184292523	0.47872604143244674	1.0686167533361014e-7
peromyscus	7	-0.3189517411372943	6.451368238575855e-4	-0.0949047475407478	0.321781608787785	0.47872604143244674	1.0686167533361014e-7
peromyscus	8	-0.20972242619714815	0.02716210824986909	-0.11886299007833426	0.21403980327515362	0.47872604143244674	1.0686167533361014e-7
peromyscus	9	-0.016735903656349384	0.8615983479305642	-0.05200042881825206	0.5878022065990052	0.47872604143244674	1.0686167533361014e-7
peromyscus	10	-0.14783915521969465	0.12150864507911735	0.11250628011648431	0.23973633993936008	0.47872604143244674	1.0686167533361014e-7
rainforest	1	-0.5242236024844721	3.780931054758219e-6	-0.5363171355498723	2.0368290950833276e-6	0.15381804895871395	0.20698778754624764
rainforest	2	-0.4204459302872716	3.219987135794635e-4	-0.5323212671145257	2.505356488405219e-6	0.15381804895871395	0.20698778754624764
rainforest	3	-0.4399382530166446	1.5528525145376332e-4	-0.4579325715625044	7.608278074205127e-5	0.15381804895871395	0.20698778754624764
rainforest	4	-0.2185847256408636	0.07116568196791002	-0.5127104325207552	6.666842321788166e-6	0.15381804895871395	0.20698778754624764
rainforest	5	-0.04508915533816967	0.7129601371037504	-0.2798341135797183	0.019872562355997166	0.15381804895871395	0.20698778754624764
rainforest	6	-0.261090362745313	0.030242840874942462	-0.2752137521844933	0.022095387705934447	0.15381804895871395	0.20698778754624764
rainforest	7	-0.24735389527018442	0.040452357128514124	-0.3813629220715318	0.0012246017441383925	0.15381804895871395	0.20698778754624764
rainforest	8	-0.3211556658405158	0.007131045975086324	-0.25427243344274714	0.03500106822944751	0.15381804895871395	0.20698778754624764
rainforest	9	-0.1115875049238823	0.36132827870572193	-0.23887197012017677	0.04807703634858524	0.15381804895871395	0.20698778754624764
rainforest	10	-0.18937951320463045	0.11911345834831383	-0.21219249129056073	0.08005014744391521	0.15381804895871395	0.20698778754624764
rice	1	-0.32694290783332014	1.1390211881484465e-13	-0.3011298222424532	9.937128361975271e-12	0.4860391641009097	2.0432676918732365e-30
rice	2	-0.5294227325742504	9.508858980192257e-37	-0.13102293192515801	0.003667332085106297	0.4860391641009097	2.0432676918732365e-30
rice	3	-0.42652348110922134	4.4211995258382255e-23	-0.01243684347693059	0.7836168338806369	0.4860391641009097	2.0432676918732365e-30
rice	4	-0.293600293184712	3.3757077081578815e-11	0.14784896577669104	0.001029002533518915	0.4860391641009097	2.0432676918732365e-30
rice	5	-0.29200785986399236	4.3522227924956884e-11	0.03844896977873044	0.3957452320840752	0.4860391641009097	2.0432676918732365e-30
rice	6	-0.29925620797400976	1.3516621465524941e-11	-0.043576003046023604	0.3357534995194399	0.4860391641009097	2.0432676918732365e-30
rice	7	-0.21930921599074563	9.485654358835386e-7	0.03677819081809704	0.41661060350185464	0.4860391641009097	2.0432676918732365e-30
rice	8	-0.24503802889406068	3.92317160920893e-8	-0.007561206332014554	0.867409905455161	0.4860391641009097	2.0432676918732365e-30
rice	9	-0.300802736386113	1.0487087536624085e-11	0.02701356754578802	0.5508062249576062	0.4860391641009097	2.0432676918732365e-30
rice	10	-0.2322362646053151	2.0048656130606946e-7	-0.03290861339747299	0.46734874432259277	0.4860391641009097	2.0432676918732365e-30
seagrass	1	-0.8382617835371298	8.874010252588154e-77	-0.35767800876915123	4.673535424772323e-10	0.5260693227539894	9.311575120960924e-22
seagrass	2	-0.4217300447885871	9.240370361379702e-14	-0.29733979380568576	3.0106620190349586e-7	0.5260693227539894	9.311575120960924e-22
seagrass	3	-0.20503288511157278	4.841454139849576e-4	-0.10764837790645314	0.0690928380982107	0.5260693227539894	9.311575120960924e-22
seagrass	4	-0.11401530883941934	0.054102558217729184	-0.043834479466539	0.46026120589361386	0.5260693227539894	9.311575120960924e-22
seagrass	5	-0.1234697744385399	0.03689623312395777	-0.06437724953586955	0.27788797743866256	0.5260693227539894	9.311575120960924e-22
seagrass	6	-0.34108865670604177	3.1883723860058533e-9	-0.11000319576804309	0.06319493478622668	0.5260693227539894	9.311575120960924e-22
seagrass	7	-0.17476953344018561	0.003021580105528492	-0.02143905285123881	0.7180837935116074	0.5260693227539894	9.311575120960924e-22
seagrass	8	-0.34223474169655427	2.8022728513099217e-9	-0.12446013338452917	0.03539759767967278	0.5260693227539894	9.311575120960924e-22
seagrass	9	-0.18022617212537367	0.002215992055632405	-0.11314367522933155	0.055979561746645284	0.5260693227539894	9.311575120960924e-22
seagrass	10	-0.14448135321764094	0.014463315480252118	-0.06197577508140331	0.2962449834345601	0.5260693227539894	9.311575120960924e-22
sediment	1	-0.3587006675074595	0.005692608195845311	0.2891199360177182	0.02772304877823194	-0.14423698052846903	0.28004227084737593
sediment	2	-0.030114097569267164	0.8224456893750592	-0.1060151717085755	0.42833300834841825	-0.14423698052846903	0.28004227084737593
sediment	3	-0.05322906332504642	0.6914873815003971	0.16960603163640373	0.20308638852855185	-0.14423698052846903	0.28004227084737593
sediment	4	0.02810265196577378	0.834131538986479	0.09473462589120886	0.47933965922799926	-0.14423698052846903	0.28004227084737593
sediment	5	0.06349765358637814	0.6358314944894288	0.2765648165918597	0.035589504587814756	-0.14423698052846903	0.28004227084737593
sediment	6	-0.017381208203672126	0.8969624143620025	0.05785459302079436	0.6661938188053202	-0.14423698052846903	0.28004227084737593
sediment	7	0.1628965172077506	0.22179948118108184	0.15789571451916704	0.23650646070379802	-0.14423698052846903	0.28004227084737593
sediment	8	0.006429153958710216	0.9617978635850435	0.20248744030533955	0.1274167967636555	-0.14423698052846903	0.28004227084737593
sediment	9	0.05143588148917882	0.7013856497881328	0.10519148102507345	0.43195007127677776	-0.14423698052846903	0.28004227084737593
sediment	10	-0.012399653646683764	0.9263955177532607	0.1307402077483674	0.3279655840232467	-0.14423698052846903	0.28004227084737593
soil	1	-0.3498452012383901	0.15469232181385809	0.5830753353973168	0.01109244361954168	-0.6222910216718266	0.005818551360831028
soil	2	0.40970072239422084	0.09131835313137272	-0.6057791537667699	0.007710608249315827	-0.6222910216718266	0.005818551360831028
soil	3	0.519091847265222	0.027278528700016926	-0.5583075335397317	0.01603820039772081	-0.6222910216718266	0.005818551360831028
soil	4	0.2590299277605779	0.2993048420526306	-0.45304437564499483	0.05901670687313079	-0.6222910216718266	0.005818551360831028
soil	5	0.3395252837977296	0.16807083488832167	-0.325077399380805	0.18808478142236898	-0.6222910216718266	0.005818551360831028
soil	6	0.1826625386996904	0.46816133789331515	-0.1764705882352941	0.48362814549353283	-0.6222910216718266	0.005818551360831028
soil	7	-0.1610738469685994	0.5231426784957698	0.1445534524077174	0.5671327789131391	-0.6222910216718266	0.005818551360831028
soil	8	0.3892617968407819	0.1103419732402327	0.019617968541047363	0.9384138970425008	-0.6222910216718266	0.005818551360831028
soil	9	0.44398560382370345	0.06492602643629762	-0.1817243401697019	0.4704888243216142	-0.6222910216718266	0.005818551360831028
soil	10	0.1766529868247953	0.4831689893889255	-0.17148769481237439	0.4962538582475782	-0.6222910216718266	0.005818551360831028
stream	1	0.017589773902763412	0.8042566979751993	0.00945322890498005	0.8940433116355047	-0.006528742426481454	0.9267102776157089
stream	2	0.07466972070341363	0.29211416467409956	-0.048587261711245756	0.4933743080293803	-0.006528742426481454	0.9267102776157089
stream	3	-0.06760014319497402	0.340331040570662	-0.011787354731549028	0.8680954816012443	-0.006528742426481454	0.9267102776157089
stream	4	-0.014420728846412127	0.8389907648884252	-0.031774812897018355	0.6543053058967319	-0.006528742426481454	0.9267102776157089
stream	5	-0.04082244868938672	0.565028619940767	0.06895165684890006	0.3307423182745026	-0.006528742426481454	0.9267102776157089
stream	6	0.032065052529233945	0.6513543038180025	0.05725997246802984	0.41943611835473926	-0.006528742426481454	0.9267102776157089
stream	7	-0.059581979788756075	0.40079694363351914	0.005743897832074783	0.935500334507384	-0.006528742426481454	0.9267102776157089
stream	8	-0.07612213361588308	0.2828021287862139	-0.030037346068379024	0.6720818893036825	-0.006528742426481454	0.9267102776157089
stream	9	-0.08157396064972067	0.2496428668636566	-0.05922634896314303	0.40361919642449995	-0.006528742426481454	0.9267102776157089
stream	10	0.01712879198465456	0.8092871998467097	-0.12770964500480814	0.07080756913312403	-0.006528742426481454	0.9267102776157089
