dataset	method	prune	mean	sd	sd_mean	median	iqr	iqr_median	lci	uci
human	pc	5	0.1091617819623555	0.006326616041201655	0.057956381297395956	0.1086194	0.00802787	0.07390836193951467	0.10471725	0.11274512
human	pc	6	0.10808872369884395	0.007436908668312408	0.0688038554954883	0.10715997	0.00916026	0.08548237204419012	0.10285666	0.11201692
human	pc	7	0.1075104463625892	0.00858528890716424	0.0798554179397207	0.10614802	0.01033883	0.09740036576255516	0.10146205	0.11180088
human	pc	8	0.10738258118801386	0.009821737879424891	0.09146496642391397	0.1055262	0.011659820000000001	0.11049283491062377	0.10046308	0.1121229
human	pc	9	0.10757367630608071	0.011141478184957416	0.10357067400987144	0.10517183	0.01305713	0.12415120263077256	0.09972049	0.11277762
human	pc	10	0.10800330444322023	0.012547687625636994	0.11617860969343485	0.10500136	0.01449056	0.13800445807382467	0.09914937	0.11363993
human	pc	11	0.10865987267718376	0.014023427859206183	0.12905770018720203	0.10501509	0.0160212	0.15256176485333728	0.09875905	0.11478025
lake	pc	1	0.2219452399698341	0.0014367936298268725	0.006473496425549684	0.22192703	0.001739337499999997	0.007837306058833647	0.2210681775	0.222807515
lake	pc	2	0.1396160403393665	0.003553429567278976	0.025452415916435323	0.140250695	0.003980502499999998	0.028381940406546388	0.13804999	0.1420304925
lake	pc	3	0.12872975511312218	0.004286103136969459	0.03329553588823957	0.129195825	0.003873384999999997	0.02998083273217695	0.127077795	0.13095118
lake	pc	4	0.12318786158371041	0.005520741097755167	0.04481472629342626	0.122953515	0.004198655	0.034148072470990457	0.120913125	0.12511178
lake	pc	5	0.11982876699849171	0.007038764337096195	0.05873839456257036	0.11870196	0.005061454999999999	0.042640496989951863	0.1166599925	0.1217214475
lake	pc	6	0.11754039555806939	0.008604211991451905	0.07319892621114195	0.115477605	0.006227987499999997	0.05393305314930536	0.11339523	0.1196232175
lake	pc	7	0.11589356027903469	0.010150987503298008	0.08758443988231801	0.11288482	0.007707715000000001	0.06828001742626566	0.11070706	0.118414775
lake	pc	8	0.11470996219457014	0.011711318404847999	0.1020905605808113	0.110735415	0.009425755	0.08512001553849861	0.1084673425	0.1178930975
lake	pc	9	0.11389592438159879	0.013277574242205296	0.1165701506670341	0.108991755	0.011153014999999999	0.10232717163608819	0.106576375	0.11772939
lake	pc	10	0.11329553776018099	0.014835047732390085	0.1309340520218446	0.10743087	0.0128809475	0.11989904086837973	0.10486505	0.1177459975
lake	pc	11	0.11291269963800905	0.01641499451623278	0.145369328618912	0.106057255	0.014676157499999998	0.13837937350786447	0.10334756	0.1180237175
marine	pc	1	0.11978618761904762	7.899366986155967e-4	0.0065937656053360275	0.11978296	0.0010119900000000004	0.008448189127003992	0.1192703	0.12028229
marine	pc	2	0.056978777142857144	9.118052649422941e-4	0.016002140768778178	0.05700108	0.0011664100000000003	0.020461915236228184	0.05641674	0.05758315
marine	pc	3	0.05134157380952381	0.001045378639126576	0.020359935784651895	0.05135656	0.00135756	0.0264307068401308	0.05064834	0.0520059
marine	pc	4	0.04810796238095238	0.0011680056965659633	0.024277270883889333	0.04807054	0.00145665	0.030298897827413837	0.04733838	0.04879503
marine	pc	5	0.04587967285714286	0.0013252710394164975	0.028882025512736578	0.04579025	0.0015346	0.03350892710304422	0.04503289	0.04656749
marine	pc	6	0.044220060476190474	0.0014464746326773644	0.03270196520631332	0.04411072	0.001612	0.03653623799397288	0.04328743	0.04489943
marine	pc	7	0.04293223809523809	0.0015917221514250687	0.03706265566313405	0.04278964	0.0016537500000000005	0.03863869235527725	0.04190645	0.0435602
marine	pc	8	0.04194276952380952	0.001728258644715945	0.041192768689502626	0.04172778	0.0017006899999999995	0.04074824708156269	0.04086513	0.04256582
marine	pc	9	0.041140620952380955	0.001882931070120196	0.045752086865222294	0.04088966	0.0017631799999999998	0.043115693018672685	0.03998723	0.04175041
marine	pc	10	0.04050395476190476	0.002047578962373278	0.050537140608433	0.04024211	0.0018935300000000003	0.047053299903101566	0.03924856	0.04114209
marine	pc	11	0.039954616666666665	0.0022250348532016823	0.055676579648893575	0.03962376	0.00203984	0.0514736157531083	0.038581950000000004	0.04062179
mice	pc	1	0.1536337945039584	0.00363248627531881	0.023643542175913117	0.15349811	0.00429899	0.028006657748690805	0.1514021675	0.1557011575
mice	pc	2	0.1303195040670443	0.004030465435569038	0.0309279730155221	0.13054305	0.005034190000000002	0.03856415119548361	0.127897265	0.132931455
mice	pc	3	0.1271686682738746	0.004695650169015783	0.03692500924828503	0.127300825	0.005682260000000001	0.044637397904658566	0.124336535	0.130018795
mice	pc	4	0.12627115838037034	0.0059243765952421415	0.04691827287115765	0.126061535	0.0066051325	0.052398149851661004	0.1227040625	0.129309195
mice	pc	5	0.12646477662327338	0.007632984707166161	0.060356526674625516	0.125680875	0.00776564	0.06179053284399873	0.12189776	0.1296634
mice	pc	6	0.12711974464159131	0.009605618739077632	0.0755626596630757	0.12559966	0.00918345	0.0731192768295306	0.121380445	0.130563895
mice	pc	7	0.12807153022905693	0.011706194045717972	0.09140421178311335	0.125742955	0.01099528	0.08744628748755301	0.121002505	0.131997785
mice	pc	8	0.1290882657077081	0.013795769684368655	0.10687204309572129	0.125934195	0.01321468	0.10493705321984165	0.1206111125	0.1338257925
mice	pc	9	0.1300359302343569	0.01586350000769782	0.12199348822208476	0.12611574	0.015736025	0.12477932639734006	0.12013365	0.135869675
mice	pc	10	0.13096308907383483	0.01786128797387256	0.1363848749672807	0.12638942	0.01844318	0.14593018274840375	0.11965536	0.13809854
mice	pc	11	0.131674515423333	0.019828831687582052	0.15058955892837464	0.126556275	0.021248187499999998	0.16790053126513416	0.1189790325	0.14022722
peromyscus	pc	1	0.24344403212612611	0.0029720739539661686	0.012208373683466701	0.24337801	0.003611510000000002	0.014838955972303985	0.24160337	0.24521488
peromyscus	pc	2	0.2089250515053235	0.004883275094711061	0.023373863572947	0.20913846	0.00627666	0.030012974839096658	0.20591296	0.21218962
peromyscus	pc	3	0.20143858033579035	0.007865263969257002	0.039046166289229065	0.20109882	0.009548580000000001	0.04748347696219405	0.19648128	0.20602986
peromyscus	pc	4	0.1973148076167076	0.011387328270688984	0.05771181703388298	0.19601233	0.013174599999999998	0.06721423972615698	0.19002696	0.20320156
peromyscus	pc	5	0.19476868892547092	0.015009363195838277	0.07706183926845896	0.19225728	0.01670865	0.08690964614812056	0.18498178	0.20169043
peromyscus	pc	6	0.19355032758230958	0.018662624041264637	0.09642104951254071	0.18964964	0.02018518	0.10643571155133366	0.1811477	0.20133288
peromyscus	pc	7	0.19353912016052416	0.02255247721398958	0.11652563681694003	0.18802097	0.02425371	0.1289991724828634	0.17829576	0.20254947
peromyscus	pc	8	0.19457395123013924	0.026595780011077517	0.1366873357988289	0.18733211	0.02881713	0.15383488167524484	0.17629884	0.20511597
peromyscus	pc	9	0.19613475808517608	0.030662286485323004	0.1563337679583738	0.18707853	0.03379376	0.1806482488143518	0.17471792	0.20851168
peromyscus	pc	10	0.1981063891990172	0.03458031485217029	0.1745552776822016	0.18733327	0.038879029999999995	0.20755215173608427	0.17358555	0.21246458
peromyscus	pc	11	0.20056510104504505	0.038507518996876	0.19199391263264348	0.18804639	0.04414458	0.23477052027208273	0.1729406	0.21708518
rainforest	pc	1	0.42527113066496164	0.0032060586280015773	0.007538779260867067	0.425241475	0.00415596999999999	0.009773165124132658	0.4231826875	0.4273386575
rainforest	pc	2	0.30700375915601025	0.010649867301104302	0.03469009217959564	0.30574615	0.013828090000000005	0.0452272476316497	0.2993635625	0.31319165250000003
rainforest	pc	3	0.27660508215260016	0.0147432620928208	0.05330104447342485	0.27407363	0.018469872499999995	0.06739273540980845	0.2659176325	0.284387505
rainforest	pc	4	0.26080325834185847	0.01828751509318592	0.07012037426531598	0.25706713	0.021944589999999996	0.08536740418315156	0.2476281375	0.2695727275
rainforest	pc	5	0.25107200552855924	0.0215052783273922	0.08565518240227142	0.246233485	0.024867722499999998	0.10099523573968472	0.2357850375	0.26065276
rainforest	pc	6	0.244784434028133	0.024712719581357512	0.10095890836311305	0.238850935	0.0281859925	0.11800672125952086	0.22732709	0.2555130825
rainforest	pc	7	0.23998796193947144	0.02787983917805373	0.11617432711998606	0.23302497	0.03177741	0.1363771692290359	0.2202939525	0.2520713625
rainforest	pc	8	0.23634376859335038	0.030854472472922247	0.13055354879793524	0.228381865	0.035333665	0.15472354346104333	0.21448324	0.249816905
rainforest	pc	9	0.23327506988491048	0.033716048056406135	0.14453824244512728	0.224187905	0.0389342325	0.17367751208313728	0.2092577125	0.248191945
rainforest	pc	10	0.2308538303026428	0.03641970490486969	0.15776669130892335	0.220692495	0.042194685	0.1912088869065277	0.20486945	0.247064135
rainforest	pc	11	0.22892808132992326	0.038928529944041765	0.17005369317212413	0.217794045	0.045257584999999996	0.20781292048976677	0.20113983	0.246397415
rice	pc	1	0.663039109865448	0.0017582299772537103	0.0026517729242366114	0.66304321	0.0021102100000000034	0.0031826132405441653	0.66198642	0.66409663
rice	pc	2	0.6564176054763992	0.02052086470748958	0.0312627541291087	0.6593494	0.026408040000000004	0.040052855878073106	0.64469104	0.67109908
rice	pc	3	0.6678331043994825	0.029264996541665818	0.04382524601713187	0.6714727699999999	0.03685612	0.05489370496897769	0.65153401	0.68839013
rice	pc	4	0.6797944349617294	0.03499075117151464	0.0514843257426234	0.68365408	0.04304278	0.06297286362879785	0.66059207	0.70363485
rice	pc	5	0.6950118276148741	0.03905661515904872	0.05622162082947156	0.69896518	0.047065989999999995	0.06736327081638434	0.67383962	0.72090561
rice	pc	6	0.7109045088894453	0.04197322481392823	0.05908084359695998	0.71494213	0.04978066999999999	0.06966827437756529	0.6884179	0.73819857
rice	pc	7	0.7278938594864154	0.043976781038853406	0.06047976140598616	0.73205969	0.05150342	0.07041839501260337	0.7045897	0.75609312
rice	pc	8	0.7440912101345519	0.04533878843819361	0.06102728659350037	0.74841413	0.052544389999999996	0.07030664192567158	0.72033822	0.77288261
rice	pc	9	0.758445653249447	0.046298075054243375	0.0611587292934165	0.76293282	0.05318745000000001	0.06983668589545786	0.73445281	0.78764026
rice	pc	10	0.7742660550713243	0.04660652899440385	0.06033602823237789	0.7790006	0.05314376	0.06837548809808419	0.75044256	0.80358632
rice	pc	11	0.7885475319208715	0.04670758518263942	0.05939870164231123	0.79354812	0.0528191	0.06674516113715634	0.7650366	0.8178557
seagrass	pc	1	0.573283344678935	0.003331901984164403	0.0058119661693032615	0.57328633	0.004049165000000005	0.00706308150901863	0.571258855	0.57530802
seagrass	pc	2	0.4486497912371488	0.020050745291755854	0.044691553874476896	0.45056339	0.025826170000000002	0.057319945860422467	0.436871665	0.462697835
seagrass	pc	3	0.4249462080127592	0.025681704488593082	0.06043707021059097	0.4268633	0.032148415	0.07531622069188754	0.410426565	0.44257498
seagrass	pc	4	0.41385755567881244	0.030124443740280872	0.07279759416392959	0.41521843	0.036314000000000006	0.08746882759363142	0.39716851	0.43348251
seagrass	pc	5	0.4083591597668998	0.03475659638611227	0.08513041847056152	0.40904454	0.04031863	0.0985886084439305	0.389274175	0.429592805
seagrass	pc	6	0.4058641316375905	0.039464215822721395	0.0972637325475738	0.40578447	0.044496025	0.10968367940914117	0.38414779	0.428643815
seagrass	pc	7	0.4050062667260459	0.04411106634175871	0.10895739725148525	0.40401413	0.048935755	0.12116761898126391	0.380394805	0.42933056000000003
seagrass	pc	8	0.40443737186455647	0.04868805947655475	0.12045426169777412	0.4023747	0.053284294999999995	0.13249631583216878	0.376766535	0.43005083
seagrass	pc	9	0.4054301491549503	0.05310358673195593	0.13106572988591458	0.40217952	0.057532565	0.14314239052543615	0.37466844	0.43220100499999997
seagrass	pc	10	0.4063761264112379	0.05727593458369192	0.14106493132064593	0.40193604	0.061678674999999995	0.15358582672691296	0.37248329	0.434161965
seagrass	pc	11	0.4081411481241565	0.06120134508344229	0.15009463753916188	0.40242941	0.065623405	0.16322701071472018	0.371303135	0.43692654
sediment	pc	1	0.2862097690320629	0.0026104381826153144	0.009120621711006697	0.28616228	0.0033070900000000012	0.011556608673713041	0.28453931	0.2878464
sediment	pc	2	0.22101287862068966	0.009128936754032504	0.04130519802207097	0.22108791	0.01142749	0.05168806580280299	0.21510489	0.22653238
sediment	pc	3	0.19412951225650332	0.014253282496463368	0.07342168529913244	0.19339942	0.017059209999999998	0.08820929023461596	0.18473507	0.20179428
sediment	pc	4	0.17677070262552935	0.01745293694825377	0.09873281523743951	0.17506127	0.020221029999999997	0.1155078460739381	0.16511192	0.18533295
sediment	pc	5	0.16479786176648517	0.01956861761494629	0.11874453856316212	0.16214749	0.02215175	0.1366148782824393	0.15174969	0.17390144
sediment	pc	6	0.15606732787053842	0.021102962693513885	0.13521842389545255	0.15257648000000001	0.023470190000000002	0.15382680163678733	0.14208397	0.16555416
sediment	pc	7	0.14960199967332125	0.022264319365195247	0.1488265645560115	0.14543087	0.02448185	0.1683418881693524	0.13476829	0.15925013999999998
sediment	pc	8	0.14471181093768906	0.02336809516855751	0.16148284947772454	0.13983409	0.02541862	0.18177810605204905	0.12912119	0.15453981
sediment	pc	9	0.140899300877193	0.024326166101971122	0.1726493795797999	0.13537654	0.02644708	0.19535828536967037	0.12457294000000001	0.15102002
sediment	pc	10	0.13805422315184512	0.02524535248378789	0.18286449837450117	0.13181030999999999	0.02759018	0.20931290733647454	0.12102571	0.14861589
sediment	pc	11	0.13582844627344223	0.026181951271853986	0.1927575316021979	0.12896305	0.028964629999999998	0.22459807942855753	0.11798697	0.1469516
soil	pc	1	0.30637449588235294	0.0018168235877145235	0.00592998726768567	0.30635225	0.002457669999999999	0.008022070056236948	0.30513635	0.30759402
soil	pc	2	0.14548239522875817	0.0021822412132657064	0.014999647524179342	0.14550001	0.00294818	0.02026251722650529	0.14401468	0.14696286
soil	pc	3	0.12531458725490197	0.0023589609264418297	0.018823541710268978	0.12534001	0.0031271499999999987	0.024948938245822828	0.12376883	0.12689598
soil	pc	4	0.11384485954248366	0.0024744128891097134	0.021734214703595902	0.11384592	0.00329982	0.028985239467079378	0.11221449	0.11551431
soil	pc	5	0.10627146509803921	0.0026030546793527425	0.02449432987907785	0.10628479	0.003509010000000001	0.033016176183472454	0.10453474	0.10804375
soil	pc	6	0.10078841392156863	0.002720054888078606	0.026986334903199283	0.10079981	0.0036806799999999995	0.036512868659000636	0.09895304	0.10263372
soil	pc	7	0.09644085450980393	0.0028590671142828218	0.029644209195540925	0.09644046	0.0038275800000000006	0.03968925997100417	0.09453049	0.09835807
soil	pc	8	0.09280464607843138	0.002986893599332953	0.032183739785747754	0.09277605	0.003969349999999999	0.04278562027305539	0.09081305	0.0947824
soil	pc	9	0.08958153411764706	0.003147535326636907	0.03513259428214818	0.08957349	0.004199499999999999	0.04688020174760711	0.08746538	0.09166488
soil	pc	10	0.08664618274509804	0.0032865446574417384	0.037931613715605314	0.086609	0.00435726	0.05031326014249143	0.08444179	0.08879905
soil	pc	11	0.08400945274509804	0.003401717733966629	0.04049437235295497	0.08398137	0.004534440000000001	0.05399865907554814	0.08172102	0.08625546
stream	pc	1	0.41272113673432836	0.001238989779114871	0.0030019985845483746	0.412722915	0.0015396075000000014	0.003730360935187761	0.411953055	0.4134926625
stream	pc	2	0.28277619542537313	0.015789260463409786	0.05583676956011576	0.28198807	0.018848612500000014	0.06684192481552856	0.273125535	0.2919741475
stream	pc	3	0.2462517554567164	0.0179021153894947	0.072698565973678	0.24442486	0.021277417500000003	0.08705100371408772	0.234763135	0.2560405525
stream	pc	4	0.22682720784129354	0.01923606703699862	0.08480514978924815	0.22419771	0.022814875000000002	0.10176266061146474	0.214155335	0.23697021
stream	pc	5	0.21419817618905473	0.020544255967054836	0.09591285638491594	0.21082548	0.02414763	0.11453916143157675	0.2004627125	0.2246103425
stream	pc	6	0.20521597255572138	0.021923727466189123	0.10683330434410608	0.20105166	0.025284775000000002	0.1257637309594982	0.1904918	0.215776575
stream	pc	7	0.1984222543756219	0.023308120541096846	0.11746841547694192	0.19349346	0.0262685425	0.1357623334044029	0.1827506475	0.20901919
stream	pc	8	0.19307250440099502	0.024676168119777353	0.12780884027270134	0.18735179	0.027020225000000002	0.14422621930487045	0.176539895	0.20356012
stream	pc	9	0.18866477872736317	0.026029324159354966	0.13796763040265875	0.182189175	0.027565055	0.15130389789353596	0.1713198625	0.1988849175
stream	pc	10	0.18507621181293532	0.02732621807111541	0.14764987895937692	0.17790616	0.028287672500000003	0.15900785765746508	0.1669669975	0.19525467
stream	pc	11	0.18194714664527364	0.028597424278686587	0.1571756439014724	0.174082635	0.029128047500000004	0.16732888846764254	0.163130775	0.1922588225
bioethanol	otu	1	0.048461542387458006	0.0027024024515124455	0.055742078156806804	0.04829649	0.0025724600000000004	0.05326014164578863	0.04703538	0.04960784
bioethanol	otu	2	0.04210654593505039	0.0033583211865681095	0.07975750726300733	0.04253598	0.0039023699999999996	0.09175684364537158	0.04033577	0.04423814
bioethanol	otu	3	0.04010420565509518	0.0037701470695577855	0.0940125612803911	0.0406455	0.0044404100000000005	0.10926299132910508	0.03810373	0.04254414
bioethanol	otu	4	0.039064042248600224	0.004010339357734154	0.10266621116686454	0.03958585	0.00476401	0.12036413878717363	0.03687533	0.04163934
bioethanol	otu	5	0.03840591460022397	0.004149253504478392	0.10804048277570473	0.03887662	0.0049838700000000005	0.12821493118604563	0.03608592	0.04106979
bioethanol	otu	6	0.03792619163045913	0.0042654360991711895	0.11246972751274571	0.03829278	0.00513657	0.1341573913127994	0.03550165	0.04063822
bioethanol	otu	7	0.03758679387681971	0.00436387661251434	0.11610625852444786	0.03781509	0.005277339999999999	0.13957633284287913	0.03508085	0.04035819
bioethanol	otu	8	0.03733562280627099	0.004428155811031695	0.11860560397794559	0.03745952	0.005342980000000001	0.14264392801206238	0.03477649	0.04011947
bioethanol	otu	9	0.037117370842105264	0.00448724847797459	0.12089350600438571	0.03713207	0.00539541	0.14531245786763763	0.03450429	0.0398997
bioethanol	otu	10	0.0369939367256439	0.0045349168792023975	0.12258194127542492	0.03687761	0.00543355	0.14734539760375964	0.034336	0.03976955
bioethanol	otu	11	0.036950206537514	0.004610999907426968	0.12478232848131424	0.03673313	0.00550389	0.14983630593613687	0.03420937	0.03971326
human	otu	1	0.10142927215633739	0.001651358928290908	0.01628082381758158	0.10138975	0.0018911499999999992	0.018652257985956416	0.10045981	0.10235096
human	otu	2	0.09406549216359918	0.002166197546310839	0.023028700353807344	0.09420821	0.0027064100000000002	0.02872818427893743	0.09277372	0.09548013
human	otu	3	0.09174587142548307	0.003030241725047228	0.03302869958930102	0.09175694	0.003712839999999999	0.040464069696336376	0.08984594	0.09355878
human	otu	4	0.09038604833095447	0.004020035641094131	0.044476272497404795	0.09013557	0.0047810199999999995	0.05304269863451583	0.08777099000000001	0.09255201
human	otu	5	0.08959282960435708	0.005051715909333277	0.056385119607902275	0.08900401	0.00587007	0.06595305961431559	0.08623017	0.09210024
human	otu	6	0.08923719013722299	0.006117734712421641	0.06855575365909117	0.08824229	0.00700143	0.07934353619363485	0.08511487	0.0921163
human	otu	7	0.08919433160035056	0.007217260299596991	0.08091588917645766	0.08774537	0.008175720000000001	0.09317570781134668	0.08429954	0.09247526
human	otu	8	0.08946551919853095	0.008394084403041605	0.09382461371544974	0.08751161	0.00939313	0.10733638583997543	0.08374967999999999	0.09314280999999999
human	otu	9	0.08996736222519928	0.009645724664370657	0.10721316353606751	0.08747962	0.010679600000000001	0.12208180458370213	0.083376	0.0940556
human	otu	10	0.09063732808972914	0.01097718093818049	0.1211106004908974	0.08758383	0.01209839	0.1381362072104924	0.08309784	0.09519623
human	otu	11	0.09148013238704561	0.01237291587785074	0.13525190053500552	0.08782571	0.0136183	0.1550615608424336	0.08294222	0.09656052
lake	otu	1	0.15960707694570136	0.0013341975887290439	0.0083590605013784125	0.15958661	0.001568404999999997	0.009827899424955822	0.1588119475	0.1603803525
lake	otu	2	0.1124727675188537	0.002471172455427234	0.021971943938050617	0.11284199	0.0026543674999999992	0.02352363380863221	0.1113567025	0.11401107
lake	otu	3	0.1058915367948718	0.0034056346335909317	0.03216078705581662	0.105890235	0.002897450000000001	0.027363156432646547	0.104399125	0.107296575
lake	otu	4	0.10257639288838612	0.004719982283230474	0.046011846898207254	0.101852535	0.0034767675	0.03413517762810589	0.1003466425	0.10382341
lake	otu	5	0.10071326619155355	0.0062046750539190565	0.061603275879648735	0.09914556	0.004476714999999999	0.045153200622268255	0.0975834425	0.1020601575
lake	otu	6	0.09948921549773755	0.007700700065321065	0.0773966741283153	0.097052215	0.0059415425	0.06121902366141637	0.0953986625	0.101340205
lake	otu	7	0.09866285981900452	0.009123816088907243	0.09246808685377915	0.095394335	0.007487584999999998	0.07849155649936423	0.093628735	0.10111632
lake	otu	8	0.09815827355957768	0.01056159356019203	0.10759083831652366	0.09405406	0.00913682	0.09714598210374573	0.0921464775	0.1012832975
lake	otu	9	0.09787722348416289	0.011979720106349042	0.12238614949201161	0.092972185	0.0106582025	0.11463818042062034	0.0909061625	0.101564365
lake	otu	10	0.0977185578280543	0.013398080668083633	0.13709847694366797	0.09197346	0.01221953	0.1328606137011218	0.0897609125	0.1019804425
lake	otu	11	0.09769911073152338	0.014828841014774882	0.1517687904402317	0.091128345	0.01381381	0.15158903768508245	0.0887485075	0.1025623175
marine	otu	1	0.06750645714285715	7.491642561630704e-4	0.011095019631617006	0.06749471	9.373200000000004e-4	0.013883547561636287	0.06702689	0.06796421
marine	otu	2	0.04001741238095238	8.376315897960613e-4	0.020921415052245304	0.04002187	0.00107104	0.0267565153128731	0.03946982	0.04054086
marine	otu	3	0.03704517809523809	9.280306713303914e-4	0.0250374311242405	0.03701289	0.00115286	0.031137521093911297	0.03645292	0.03760578
marine	otu	4	0.03542997428571429	0.001017000079230329	0.02869005022576164	0.03537318	0.00121952	0.03446635811171042	0.03476954	0.035989059999999996
marine	otu	5	0.03428310142857143	0.0011228183000705622	0.03273065824094664	0.03420018	0.00130519	0.03815071506538519	0.03354979	0.03485498
marine	otu	6	0.03337573761904762	0.0012103794544223298	0.03623797110997306	0.03326507	0.0013890100000000002	0.04171846080622867	0.03259149	0.0339805
marine	otu	7	0.032668990952380954	0.0013137261096781215	0.040184287723205925	0.03255408	0.0014056399999999999	0.043163470056950336	0.03183751	0.03324315
marine	otu	8	0.032109531428571425	0.001407720103804675	0.0438142711302356	0.03190972	0.0014620700000000002	0.04580688849034842	0.03123476	0.03269683
marine	otu	9	0.031686279047619045	0.0015216536979377737	0.04798807657713942	0.031453009999999997	0.0015667700000000003	0.04979478109870343	0.03071972	0.03228649
marine	otu	10	0.03134941571428571	0.00164275361350946	0.0523704428958468	0.03109998	0.0016706699999999998	0.05369691146102437	0.0303153	0.03198597
marine	otu	11	0.031064268095238094	0.0017720411671961274	0.05701392841938948	0.03076642	0.00180062	0.05851956700916174	0.02994493	0.03174555
mice	otu	1	0.12751426058332505	0.0034445743211484786	0.027012781631509056	0.127364235	0.0040059349999999995	0.0314523576434613	0.125422545	0.12942848
mice	otu	2	0.12076865771820862	0.0036669404499242646	0.030363464514556848	0.120785195	0.004294769999999999	0.03555755850712984	0.118592495	0.122887265
mice	otu	3	0.12001649029315313	0.004282630213328581	0.03568383379539156	0.11997392	0.0048406375	0.040348341864546326	0.11749766	0.1223382975
mice	otu	4	0.12023194324439365	0.0055043058417505895	0.04578084038106357	0.11986344	0.005706285000000001	0.0476085383538961	0.1170079075	0.1227141925
mice	otu	5	0.1211445262464805	0.007233227258872562	0.05970685355978526	0.12018514	0.00682812	0.0568154042138699	0.11693613	0.12376425
mice	otu	6	0.12232876202424724	0.009263474038059182	0.07572460757521905	0.12060223	0.008291845	0.06875706518136436	0.116922145	0.12521399
mice	otu	7	0.12372565489863857	0.01142582027978464	0.09234778075438935	0.121125825	0.010202474999999999	0.08423464746288249	0.1169626225	0.1271650975
mice	otu	8	0.12512118016877008	0.013580982690517848	0.10854334771135463	0.121643985	0.01252081	0.10293474494186579	0.11691127	0.12943208
mice	otu	9	0.12643790849448475	0.01570084166098044	0.12417825361103148	0.12212721	0.0151147025	0.12376696246841482	0.1167453175	0.13186002
mice	otu	10	0.12770449000662493	0.017716003743326245	0.1387271115436993	0.122679205	0.0178693325	0.14566664423655643	0.1165614775	0.13443081
mice	otu	11	0.12872625025837225	0.019697414179453157	0.153017198937518	0.12309351	0.020751130000000003	0.1685859646130829	0.1161324675	0.1368835975
peromyscus	otu	1	0.18016344252743652	0.0028077483129722645	0.015584199707472941	0.18008612	0.003337939999999999	0.0185350850877406	0.1784509	0.18178884
peromyscus	otu	2	0.1672518902063882	0.003906845784776614	0.023359000860923077	0.16719715	0.004623059999999999	0.027650849060704825	0.16485561	0.16947867
peromyscus	otu	3	0.1656274936036036	0.0065222057265090505	0.03937874352494323	0.16473552	0.006811769999999999	0.041350336534836926	0.16156383	0.1683756
peromyscus	otu	4	0.16566558075839477	0.009771992583920561	0.05898572253251225	0.16356878	0.00975394	0.05963319590007353	0.15947346	0.1692274
peromyscus	otu	5	0.16630469954463553	0.013156730057057385	0.07911020431913357	0.1629251	0.01320375	0.08104362923815127	0.15785222	0.17105597
peromyscus	otu	6	0.16746965031941033	0.016595896163638206	0.09909461499315904	0.16278369	0.01689324	0.10377808647903539	0.15664975	0.17354299
peromyscus	otu	7	0.16914521693038492	0.02023314243153789	0.11961750737309834	0.1630282	0.02092073	0.1283314305162162	0.15576738	0.17668811
peromyscus	otu	8	0.17132149633251434	0.02398600102226766	0.14000427444096092	0.16368086	0.02526726	0.15437697413431464	0.15515993	0.18042719
