dataset	freq_removed	cor_n_estimate	cor_n_p.value	cor_shannon_estimate	cor_shannon_p.value	cor_nshannon_estimate	cor_nshannon_p.value
lake	5	-0.30222829334927	0.029433940079814553	0.6923076923076923	1.3068476917251637e-8	0.03158883292068641	0.8240738332035304
lake	6	-0.3053871766413387	0.027698345210481506	0.6900025612567232	1.5268789753353798e-8	0.03158883292068641	0.8240738332035304
lake	7	-0.3067531802270981	0.026974773050788495	0.6923930675318023	1.2993018778655346e-8	0.03158883292068641	0.8240738332035304
lake	8	-0.3067531802270981	0.026974773050788495	0.6923930675318023	1.2993018778655346e-8	0.03158883292068641	0.8240738332035304
lake	9	-0.3074361820199778	0.026618961621027958	0.6925638179800222	1.284333088941485e-8	0.03158883292068641	0.8240738332035304
lake	10	-0.3074361820199778	0.026618961621027958	0.6925638179800222	1.284333088941485e-8	0.03158883292068641	0.8240738332035304
marine	1	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	2	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	3	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	4	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	5	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	6	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	7	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	8	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	9	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
marine	10	0.5714285714285713	0.18020198891152778	0.8571428571428569	0.013697326615325727	0.7857142857142855	0.03623846267982733
mice	1	-0.6238295528391736	6.31145803127542e-39	0.23348678636102546	1.0777984704814503e-5	0.08378834653669232	0.11871919187538663
mice	2	-0.6774181332158203	4.5439571902282884e-48	0.20511977977139437	1.1632368302714482e-4	0.08378834653669232	0.11871919187538663
mice	3	-0.7093703327241736	1.653705547149094e-54	0.1958138082383146	2.3751558193638682e-4	0.08378834653669232	0.11871919187538663
mice	4	-0.727136725488115	1.7594994611877784e-58	0.1940311851951616	2.713219648837245e-4	0.08378834653669232	0.11871919187538663
mice	5	-0.7403190103833288	1.2262725750753421e-61	0.19431307689920266	2.6569287853851504e-4	0.08378834653669232	0.11871919187538663
mice	6	-0.7492447293355117	6.916816283810916e-64	0.1913495123985368	3.307247224369847e-4	0.08378834653669232	0.11871919187538663
mice	7	-0.7555338172998168	1.575953714471168e-65	0.19169747721855776	3.2238500287283225e-4	0.08378834653669232	0.11871919187538663
mice	8	-0.7595689447509495	1.3099836155688445e-66	0.19391700481807023	2.736335417662045e-4	0.08378834653669232	0.11871919187538663
mice	9	-0.7620479382640036	2.7730240958504263e-67	0.1991069584758547	1.851756830076942e-4	0.08378834653669232	0.11871919187538663
mice	10	-0.7648703611005592	4.625001568347045e-68	0.199937243503464	1.7380052098008722e-4	0.08378834653669232	0.11871919187538663
peromyscus	1	-0.4429897397995474	1.1231687234864818e-6	0.21852404352404353	0.02121403379423413	0.47872604143244674	1.0686167533361014e-7
peromyscus	2	-0.47775640083565474	1.1431492361881231e-7	0.19455949455949456	0.04073625439947817	0.47872604143244674	1.0686167533361014e-7
peromyscus	3	-0.4761154705949298	1.2807067136192488e-7	0.19785889785889785	0.03737890170643452	0.47872604143244674	1.0686167533361014e-7
peromyscus	4	-0.49498178084925354	3.343513420267065e-8	0.1981835731835732	0.037061453911224	0.47872604143244674	1.0686167533361014e-7
peromyscus	5	-0.5044193234904282	1.6556701827404267e-8	0.19667427167427168	0.03855657719179703	0.47872604143244674	1.0686167533361014e-7
peromyscus	6	-0.5093640517826661	1.1358543803925423e-8	0.20724815724815726	0.02907029140319968	0.47872604143244674	1.0686167533361014e-7
peromyscus	7	-0.506731543375086	1.3892232460664699e-8	0.21533871533871535	0.023222774721310114	0.47872604143244674	1.0686167533361014e-7
peromyscus	8	-0.5071878448323999	1.3417361613616167e-8	0.21801509301509303	0.021524602158608318	0.47872604143244674	1.0686167533361014e-7
peromyscus	9	-0.5011945006911426	2.1101402656175765e-8	0.22824675324675325	0.015978673096894325	0.47872604143244674	1.0686167533361014e-7
peromyscus	10	-0.5023571919044905	1.934007152040392e-8	0.22998420498420497	0.015171925992270017	0.47872604143244674	1.0686167533361014e-7
rainforest	1	-0.434124954329558	1.9390832710972113e-4	0.7611983924004385	3.16338216144999e-14	0.15381804895871395	0.20698778754624764
rainforest	2	-0.396602119108513	7.415519353847331e-4	0.7904274753379613	6.675252309147864e-16	0.15381804895871395	0.20698778754624764
rainforest	3	-0.3995250274022653	6.716768821335841e-4	0.7899159663865547	7.17869883126193e-16	0.15381804895871395	0.20698778754624764
rainforest	4	-0.3927658019729632	8.432643488789235e-4	0.7944830105955426	3.7235716238842057e-16	0.15381804895871395	0.20698778754624764
rainforest	5	-0.3869930580928024	0.0010202673904058657	0.7992327365728902	1.8482286751207287e-16	0.15381804895871395	0.20698778754624764
rainforest	6	-0.38465473145780055	0.0011010595348367894	0.8024844720496895	1.131797940502424e-16	0.15381804895871395	0.20698778754624764
rainforest	7	-0.3830105955425649	0.001161281470539028	0.8034344172451591	9.790429165290288e-17	0.15381804895871395	0.20698778754624764
rainforest	8	-0.3829375228352211	0.001164025758250925	0.8032151991231277	1.0124252447924011e-16	0.15381804895871395	0.20698778754624764
rainforest	9	-0.38589696748264524	0.0010574461379161532	0.8004018998903911	1.5510538767509509e-16	0.15381804895871395	0.20698778754624764
rainforest	10	-0.38322981366459635	0.0011530836302473682	0.8020825721592986	1.2031126819509721e-16	0.15381804895871395	0.20698778754624764
rice	1	-0.2583412469484208	6.52111008707733e-9	0.5140394383235283	2.129125701288481e-34	0.4860391641009097	2.0432676918732365e-30
rice	2	-0.27670612088600505	4.6172638234400266e-10	0.5177375047078795	5.945225634228219e-35	0.4860391641009097	2.0432676918732365e-30
rice	3	-0.2797209487749812	2.93239308010271e-10	0.5289120788695072	1.143100978968835e-36	0.4860391641009097	2.0432676918732365e-30
rice	4	-0.2792162079880879	3.165176814585784e-10	0.5372085545324798	5.52111390685286e-38	0.4860391641009097	2.0432676918732365e-30
rice	5	-0.2794476941386091	3.056265774101892e-10	0.5422206707080268	8.493505905103845e-39	0.4860391641009097	2.0432676918732365e-30
rice	6	-0.27896340409997733	3.2884337082456077e-10	0.5464260788343176	1.7233174225573346e-39	0.4860391641009097	2.0432676918732365e-30
rice	7	-0.27842367774373894	3.567418571750302e-10	0.5502610275302255	3.945185293550033e-40	0.4860391641009097	2.0432676918732365e-30
rice	8	-0.276765280157784	4.5765564402263455e-10	0.5536316779532525	1.0627074940137997e-40	0.4860391641009097	2.0432676918732365e-30
rice	9	-0.27644913504937224	4.798222003824713e-10	0.5559850949238542	4.2151507450396e-41	0.4860391641009097	2.0432676918732365e-30
rice	10	-0.27532480288933897	5.674417573215452e-10	0.5585620931365812	1.5183573283392622e-41	0.4860391641009097	2.0432676918732365e-30
seagrass	1	-0.8564259137145952	1.5800895966033256e-83	-0.1571940254867084	0.007737204360323203	0.5260693227539894	9.311575120960924e-22
seagrass	2	-0.8602305833990421	4.642588768456744e-85	-0.13973266784563318	0.018061459016628326	0.5260693227539894	9.311575120960924e-22
seagrass	3	-0.8564974724878163	1.4800567292902097e-83	-0.124576065782741	0.035225592041406496	0.5260693227539894	9.311575120960924e-22
seagrass	4	-0.8539970191540107	1.4247134277603736e-82	-0.11638297517629995	0.04926606919589217	0.5260693227539894	9.311575120960924e-22
seagrass	5	-0.8518456392623334	9.66707215144225e-82	-0.11015608268496586	0.06282677863182597	0.5260693227539894	9.311575120960924e-22
seagrass	6	-0.849745299499226	6.088456364639061e-81	-0.10607851711831172	0.07326908075695603	0.5260693227539894	9.311575120960924e-22
seagrass	7	-0.8480704651295727	2.5888098979023058e-80	-0.1016567514641969	0.08614539833846212	0.5260693227539894	9.311575120960924e-22
seagrass	8	-0.8474743985024557	4.3150428481195495e-80	-0.10036356454841691	0.09023702550168863	0.5260693227539894	9.311575120960924e-22
seagrass	9	-0.8462155796531051	1.2602951728348276e-79	-0.0979387749605978	0.09832728807717811	0.5260693227539894	9.311575120960924e-22
seagrass	10	-0.8448457036395801	4.002227583704741e-79	-0.09542985897286282	0.10729420465863132	0.5260693227539894	9.311575120960924e-22
sediment	1	-0.034790365744870655	0.7954298233739618	0.5819003968131903	1.6607832388607301e-6	-0.14423698052846903	0.28004227084737593
sediment	2	-0.026423451967147564	0.8439146347038244	0.5842382109569658	1.4740005978374544e-6	-0.14423698052846903	0.28004227084737593
sediment	3	-0.040511858254637184	0.7627002416979833	0.5958657602510076	8.029215324357772e-7	-0.14423698052846903	0.28004227084737593
sediment	4	-0.05398505029376481	0.6873295811987578	0.604048109754222	5.160675708193439e-7	-0.14423698052846903	0.28004227084737593
sediment	5	-0.05386200744409241	0.6880056734607766	0.611492202159402	3.414545331185963e-7	-0.14423698052846903	0.28004227084737593
sediment	6	-0.05804546433295396	0.6651577429151898	0.6215817158325387	1.9174367902187325e-7	-0.14423698052846903	0.28004227084737593
sediment	7	-0.06505890676428068	0.6275326356036888	0.6249038727736935	1.5785173658458132e-7	-0.14423698052846903	0.28004227084737593
sediment	8	-0.06555107816297026	0.6249259031772314	0.6341320864991234	9.085142062482027e-8	-0.14423698052846903	0.28004227084737593
sediment	9	-0.071641699221754	0.5930528837482116	0.634931865021994	8.652970191405797e-8	-0.14423698052846903	0.28004227084737593
sediment	10	-0.07477929188840014	0.5769216548602345	0.6399766218585623	6.342249909605733e-8	-0.14423698052846903	0.28004227084737593
soil	1	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	2	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	3	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	4	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	5	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	6	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	7	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	8	-0.7420020639834882	4.2266515033981364e-4	0.936016511867905	1.1541884991435883e-8	-0.6222910216718266	0.005818551360831028
soil	9	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
soil	10	-0.7543859649122807	2.976614615580198e-4	0.9339525283797729	1.4781482308613819e-8	-0.6222910216718266	0.005818551360831028
stream	1	-0.43055120437416877	1.7751835969217658e-10	0.5296542042263928	6.239456901307185e-16	-0.006528742426481454	0.9267102776157089
stream	2	-0.45662923008718787	9.546865916940626e-12	0.6513624944584011	1.1934509116072959e-25	-0.006528742426481454	0.9267102776157089
stream	3	-0.44667356287867593	3.000686374660357e-11	0.7076651396482933	7.571856821278446e-32	-0.006528742426481454	0.9267102776157089
stream	4	-0.4410846756317423	5.616300292956641e-11	0.7259760602925964	3.420135751230299e-34	-0.006528742426481454	0.9267102776157089
stream	5	-0.43390128565095315	1.2363651827023124e-10	0.7389626126791784	5.654142421634632e-36	-0.006528742426481454	0.9267102776157089
stream	6	-0.43009605438155757	1.8640367722507602e-10	0.7463750554159894	4.865114698599989e-37	-0.006528742426481454	0.9267102776157089
stream	7	-0.42749371952120585	2.461082535713046e-10	0.751668390719669	8.00647341466331e-38	-0.006528742426481454	0.9267102776157089
stream	8	-0.4233944140682725	3.7943915337150176e-10	0.7573873208216344	1.0820968196871602e-38	-0.006528742426481454	0.9267102776157089
stream	9	-0.4205009605438156	5.132630547460195e-10	0.7618471996453376	2.1854106553572154e-39	-0.006528742426481454	0.9267102776157089
stream	10	-0.41964533766809514	5.60917128504859e-10	0.7644332791488104	8.504774884264869e-40	-0.006528742426481454	0.9267102776157089
