dataset	method	prune	mean_n_seqs	mean_sobs	sd_sobs	cv_sobs	mean_shannon	sd_shannon	cv_shannon	mean_invsimpson	sd_invsimpson	cv_invsimpson
peromyscus	pc	8	2847.78	268.3691297297297	82.7746522618186	0.3084349525613566	4.715902701801802	0.2376017229888221	0.0503832434748754	42.85635545207207	6.176808311170597	0.1441308847559374
peromyscus	pc	9	2732.43	246.14002612612612	79.52339673071646	0.32308128925807295	4.647518662252252	0.25582169098780433	0.05504498286590845	41.17493789243243	6.434823593186683	0.15628297135735292
peromyscus	pc	10	2629.07	227.33386036036035	76.57593388936598	0.33684316167012496	4.583135376846847	0.2735708214754382	0.0596909927839067	39.633465332612616	6.667366457513366	0.1682286503866663
peromyscus	pc	11	2531.07	211.23143603603603	73.95328006151561	0.3501049838811085	4.522194299189189	0.2913561257182189	0.06442831351316539	38.21437038153153	6.876082547428196	0.1799366403098098
rainforest	pc	1	4932	2066.5198536231883	18.892702014348657	0.00914231109226667	6.781337268985507	0.017369525821597308	0.002561376536823253	302.30947170405796	9.476138686634966	0.03134602662970945
rainforest	pc	2	3397.09	861.7393623188406	110.1234185440111	0.12778997586776852	5.957916983623188	0.10971665796316467	0.018415348044586388	176.71758742086956	13.995619279818213	0.07920073058223183
rainforest	pc	3	2949.63	596.5947507246377	114.36549186753481	0.19169374338726172	5.652419373043478	0.15161438535682042	0.02682301556925618	145.47394343826087	15.613477106821376	0.1073313029600592
rainforest	pc	4	2672.34	461.4930869565217	108.6538409549703	0.23543749370127803	5.446168598550725	0.17827290974233712	0.03273376986764599	127.29358453710145	16.174132003862102	0.12706472127361002
rainforest	pc	5	2470.18	377.3096144927536	101.291622258058	0.26845343407546196	5.2864285063768115	0.1980218536171992	0.03745866521681673	114.57077962115942	16.38476922522203	0.1430127702430212
rainforest	pc	6	2303.28	318.8482985507246	93.9458110349657	0.2946360636358488	5.153589274057971	0.21386650421846848	0.04149870566510473	104.82702571072464	16.401864377097255	0.15646921542725067
rainforest	pc	7	2171.82	275.8276724637681	87.54487907803335	0.3173839010371769	5.03910661115942	0.2273522170541641	0.04511774782246955	96.9647523010145	16.366285131751777	0.16878876824761352
rainforest	pc	8	2059.68	242.89659855072463	81.69002245594346	0.3363115794020689	4.938610121884058	0.23842485780011216	0.04827788619717835	90.4574267931884	16.23024033134083	0.1794264978064272
rainforest	pc	9	1969.6	216.83160869565216	76.59474947018445	0.3532427598229362	4.8487835894202895	0.24788926819228616	0.05112421783124458	84.93872373086957	16.0671137172049	0.1891642182509278
rainforest	pc	10	1889.5	195.63420434782608	71.95843873407217	0.36781795282611274	4.767073136811594	0.2560760670980663	0.05371791246809366	80.15049176710144	15.878268753296819	0.19810948068058612
rainforest	pc	11	1815.3	178.0461927536232	67.72167938119563	0.38035812461439605	4.692091928695652	0.26309192380205587	0.056071589472020116	75.94445597463768	15.642020822257294	0.20597041025611654
rice	pc	1	2776	1947.1002424489795	6.958543012349735	0.003573795147767421	7.343358969387755	0.00678669202441537	9.241944382616332e-4	1577.435045963347	40.410862476799934	0.0256180965609529
rice	pc	2	1205.59	838.4595242857143	73.3268948039006	0.08742730194406588	6.541842682979592	0.12346207683890269	0.018872150034628898	923.3970079638367	162.6914046471826	0.17618843226872952
rice	pc	3	786.15	554.2064404081633	67.62879969626715	0.1219315460964625	6.146053935244898	0.18218620784052292	0.029640493903550124	729.526660859551	178.85605715878188	0.24516729904035203
rice	pc	4	569.37	407.1674951020408	57.4853457604996	0.1410032822659851	5.849303649816327	0.21976487246398357	0.037566089206697593	613.8985807659795	177.6531982891573	0.28938485622997756
rice	pc	5	425.92	310.446242244898	47.22400501655852	0.1517828266306148	5.588656316040816	0.24563636800025132	0.04394195126781864	534.9508346643878	172.8197318746974	0.32305624571769775
rice	pc	6	327.61	243.57372959183672	38.693297984126716	0.15840152679050665	5.355339101163265	0.2652424089287788	0.049512748990463144	476.96705669483674	167.27086192281686	0.3506934036334124
rice	pc	7	255.65	193.97468224489796	31.625504318792085	0.1623285222743946	5.135433796877551	0.2810275903726135	0.05469562502674232	432.91512099206125	162.33854271642653	0.3749786336191031
rice	pc	8	203.58	157.3212530612245	26.112967337199944	0.16491019030217283	4.931605789857143	0.2942008000301539	0.05960833721827677	398.6341080547959	158.54779176726367	0.39768197324709575
rice	pc	9	165.81	130.15029285714286	21.931341706971182	0.16722024817749934	4.746508337020408	0.30677088631240945	0.06457021284656898	371.30056264157145	156.00127158289305	0.4199981045360469
rice	pc	10	134.53	107.38404979591837	18.199662938480053	0.16782082524661993	4.558110990020408	0.3155063780906888	0.0691368354945698	351.2228905521837	155.96123320692965	0.44367052134959073
rice	pc	11	110.87	89.7740387755102	15.317182399069782	0.16859605876124767	4.381369359163266	0.32441987421350726	0.07394642266278248	336.2291094857551	157.4006413271018	0.4677060807680785
seagrass	pc	1	1803	1055.3567493006992	8.227560551500783	0.007795997134261675	6.414701972587412	0.01771295541964097	0.002761304570717058	211.20135650727272	10.272131454641356	0.0486360252189821
seagrass	pc	2	952.63	420.963691958042	54.025190133629735	0.1283145908578446	5.459111985979021	0.1609921384149792	0.029490375722455654	102.23222717657343	14.875204420587487	0.14550660065715182
seagrass	pc	3	757.65	307.2075066433566	56.52053391994069	0.18392790585860772	5.151292364370629	0.22795606544561867	0.04425165741550699	82.74559006835665	15.912617258867245	0.19230945038989009
seagrass	pc	4	646.08	247.8578506993007	54.8796552771644	0.2213069209912302	4.9422804701748255	0.2750278918234443	0.05564670340428098	71.76881189856643	16.105829638819344	0.22441438605167832
seagrass	pc	5	567.64	209.34944545454545	52.36902437851635	0.24999624523703715	4.7781147783916085	0.3127920777876724	0.06546169243563825	64.24552011010489	16.091897580767004	0.2504764487139797
seagrass	pc	6	505.89	181.37085524475523	49.44826351704684	0.2724724497244333	4.639397606118881	0.3431140181723599	0.0739547084534093	58.55755336846154	15.941757836099475	0.2722418130213328
seagrass	pc	7	455.73	159.8569034965035	46.54286898931341	0.29095573887342263	4.517451869055944	0.3689477097196287	0.08166925320257575	53.98989968552448	15.717830021313016	0.29112632522378395
seagrass	pc	8	416.88	143.18386363636364	44.01039145149554	0.3070999519460659	4.409805809195804	0.39182429070833763	0.08884920004146478	50.191207882377626	15.447467031942674	0.30777312173213645
seagrass	pc	9	380.56	129.03087587412588	41.34675397910278	0.3201570235275266	4.309313396118881	0.41246501404988006	0.09571072282628343	46.96400029108391	15.178740113694808	0.3231998363357116
seagrass	pc	10	351.27	117.47255734265734	39.05934075733587	0.33211324551058197	4.2175945613986014	0.43161017521421907	0.1023301704282131	44.15916579381119	14.885593948036837	0.3370894937915905
seagrass	pc	11	324.27	107.50171853146853	36.83770184144091	0.34225978047661143	4.131556136608392	0.44937328269349835	0.10876070062827256	41.718427647272726	14.583982055622585	0.34958139451942716
sediment	pc	1	7685	2122.4410896551726	20.501341600766292	0.009659356324843844	5.936076512586207	0.020230101510169945	0.0034079993616905175	48.20510790810345	1.3971351027016656	0.028983461691562372
sediment	pc	2	6210.62	1047.2249620689656	177.70001012459554	0.16968717840856223	5.306396514137931	0.13403477139384376	0.025259209530494642	36.068633159827584	2.4259989078621733	0.0672638096061405
sediment	pc	3	5644.38	704.8517896551724	182.13962153620994	0.25840800522454543	4.99191798137931	0.18481422425119923	0.03702280889292754	31.191169268448277	2.823115310825101	0.09051276111469764
sediment	pc	4	5315.64	528.0908965517241	163.92952147594517	0.3104186671288199	4.778640148448276	0.2064068236836941	0.04319377376607399	28.216608776206897	2.8726920442755723	0.1018115261546316
sediment	pc	5	5088.2	421.84738620689654	144.39645855675965	0.34229550205918924	4.621413740344828	0.216168307406562	0.04677545409998957	26.17210741586207	2.8271866215797035	0.10802511692803826
sediment	pc	6	4922	351.7344586206897	127.3523944528335	0.3620706198384375	4.498873890689655	0.22039473254420375	0.04898902639191343	24.66012075810345	2.7542873293438985	0.11169246636113123
sediment	pc	7	4785.38	302.26994310344827	113.13024325945322	0.3742698463642939	4.399106666034482	0.22241327397090374	0.05055892518933811	23.47715182086207	2.6828529291037078	0.11427804912818983
sediment	pc	8	4668.9	265.59344827586204	101.54611483149175	0.38233497395182825	4.314967100689655	0.22383311807850928	0.051873856990463575	22.51047120275862	2.6200242673881644	0.11639444270861424
sediment	pc	9	4569.38	237.52240862068965	91.94851181622083	0.38711438248916213	4.242769391206896	0.22482284197857244	0.05298993256353555	21.701753749310345	2.568078905829509	0.11833853731060048
sediment	pc	10	4474.97	215.28176379310344	84.01575127246429	0.39025797187312095	4.179141980862069	0.22626134258232275	0.05414089356550628	21.005592028793103	2.528491252565126	0.12037554095142994
sediment	pc	11	4390.77	197.16370517241378	77.2270633627473	0.39169091957731983	4.122128705344828	0.22758966206189313	0.055212044234772883	20.39456610948276	2.4935348639169073	0.12226857127053672
soil	pc	1	47806	13861.124933333333	83.69570877976638	0.006038102097114112	7.400062607777778	0.012656812564301729	0.0017103650371318448	159.65064849944446	2.4465831674659997	0.015324347250856091
soil	pc	2	36683.53	2952.41595	152.08359686103785	0.05151137419449163	6.143146685	0.02517492692523874	0.004098062344570808	95.11887471388889	1.623869002076131	0.017072291655097153
soil	pc	3	34597.19	1853.2338722222223	113.71396609917011	0.06136021054888641	5.871063253888889	0.03151216476807522	0.005367393676641981	85.03861177555555	1.6151940842139993	0.018993822357008572
soil	pc	4	33235.64	1362.3766777777778	86.71086109631835	0.06364598833756335	5.690664803888889	0.03453776398129247	0.006069206787712562	78.68910893944445	1.596176924939823	0.020285067717264585
soil	pc	5	32189.24	1081.0170555555555	71.7995986200401	0.06641742102416551	5.553002029444444	0.03747222305399416	0.006748104210409946	74.01877929722222	1.5977734941706858	0.02158664245278975
soil	pc	6	31331.69	897.0654833333333	61.821842902272394	0.06891513203659223	5.440482525555556	0.03984321599026067	0.007323492005713301	70.31220679777778	1.5938270234733622	0.022668432417376656
soil	pc	7	30600.59	765.3549944444444	54.39330052830025	0.07107001954487845	5.343727552777778	0.04181844528370964	0.007825760353602348	67.20812755055556	1.5932474244104666	0.023707318720780024
soil	pc	8	29960.02	666.3337611111111	48.46120872058162	0.07272982928594061	5.258732925555556	0.043280372958923535	0.00823027224383427	64.5452052961111	1.5890339057563576	0.024620056209477256
soil	pc	9	29392.74	589.2099833333333	43.92725483912063	0.07455185663422408	5.182908264444444	0.0447246861370778	0.008629275282882098	62.221746887777776	1.5837650709329922	0.025453850857890828
soil	pc	10	28883.97	527.2805555555556	39.68487558565089	0.07526671407522584	5.114293141111111	0.04543919765119619	0.008884844956285387	60.161846245	1.5622952387595679	0.02596924904918608
soil	pc	11	28432.67	476.65555555555557	36.349132201377294	0.076259295930497	5.051781541111111	0.04625294090631009	0.009155803164786078	58.32119637444445	1.5467829943016704	0.02652232540111597
stream	pc	1	9175	3721.284977114428	15.351056325606164	0.004125206904452838	6.661467901094527	0.0105165054813253	0.0015787077541671501	96.36807805965174	1.288505424109429	0.013370706562726618
stream	pc	2	6082.7	1580.688095522388	213.4946832346665	0.13506346011641618	5.718912507562189	0.16054675461454315	0.028072975651748933	60.03195893815921	4.766787519097154	0.07940459642362066
stream	pc	3	5521.94	1192.6536641791045	216.68090468617555	0.18167800451765764	5.446766001094527	0.19475237301825182	0.03575562062413115	52.65739640298507	4.87997922337206	0.09267452623472977
stream	pc	4	5214.5	996.1851293532338	209.9780009401936	0.21077968768352887	5.28594606079602	0.21287634165646643	0.04027216675183859	48.78753736552239	4.875381170649429	0.09993125528010688
stream	pc	5	4992.98	868.148368159204	201.77035149693256	0.23241162264580603	5.169594804179105	0.22540218632258785	0.04360155607854395	46.18654160084577	4.861404853778674	0.10525635003127079
stream	pc	6	4813.98	774.971847761194	193.49585935115968	0.24967710285652742	5.077517919253731	0.2350686850666653	0.046296011275295076	44.232368353731346	4.842486937587865	0.10947877033276611
stream	pc	7	4664.76	703.2684258706468	185.76887562077138	0.2641467975048994	5.00111252238806	0.24316515787451784	0.048622247476586535	42.677232650497515	4.825596747167153	0.11307226211696389
stream	pc	8	4537.15	645.7810741293532	178.6499118077149	0.2766365140465766	4.935513204029851	0.2501625738194141	0.05068627124446361	41.38283233840796	4.814297092563131	0.11633591544658993
stream	pc	9	4430.91	598.6340119402985	172.26368110475144	0.2877544879814348	4.878171214378109	0.2562861219484473	0.052537372076696016	40.28145459920398	4.801615808561484	0.11920197927514717
stream	pc	10	4335.42	558.8556621890547	166.36643924840567	0.2976854102783399	4.826944458955224	0.2619082939368774	0.05425969876734204	39.31948200860697	4.79191534279093	0.12187162497355869
stream	pc	11	4255.52	524.9012044776119	161.15196441694158	0.307008074507351	4.780716392736318	0.26706428829117534	0.05586288132335508	38.46559139845771	4.786961901563637	0.12444827099926425
bioethanol	otu	1	3688	95.7472052631579	3.862244520516608	0.04033771804697705	2.288586695368421	0.01451189861475895	0.006341020062936167	6.1122202863157895	0.06649181889737008	0.01087847069174098
bioethanol	otu	2	3603.36	60.33382105263158	15.627464849574093	0.2590321160250664	2.2122322708421054	0.03669655159327273	0.016588325223954002	5.970860065263158	0.08949176116176939	0.014988840146908865
bioethanol	otu	3	3576.68	49.56841789473684	17.26687545228061	0.34835806589113066	2.1837733330526317	0.044469984356706266	0.020364130719207566	5.916025347894736	0.10190309500294462	0.017225707182041597
bioethanol	otu	4	3560.75	43.90192526315789	17.116421938271646	0.3898876965634865	2.167013149157895	0.04744583304942061	0.021894844565908463	5.882645122105263	0.10835910315263897	0.018420939511801567
bioethanol	otu	5	3550.27	40.20265157894737	16.524263584069637	0.41103195335125037	2.155177456105263	0.04860199025932397	0.022551548401374355	5.858237180842106	0.11195041922165688	0.019110742548853636
bioethanol	otu	6	3541.72	37.53196105263158	15.8151772558958	0.42138337729736935	2.146028447263158	0.04907154143284528	0.022866491164013156	5.838731252105263	0.11465617717417541	0.019638022799242365
bioethanol	otu	7	3534.76	35.44816947368421	15.084341923446889	0.42553532966345353	2.1385113277894736	0.049188926019928816	0.02300176638096604	5.822309047263158	0.11662856996712884	0.020032216878187133
bioethanol	otu	8	3527.97	33.76948842105263	14.423946417289919	0.4271300708668716	2.1321115021052632	0.049282568649206514	0.023114734308954533	5.808191190105263	0.11840863462612178	0.02038737543211984
bioethanol	otu	9	3523.01	32.379518947368425	13.813498755389475	0.42661549975126367	2.126511636105263	0.04936276670799672	0.023213359499889424	5.795493319157895	0.11994842384416697	0.020697722143234825
bioethanol	otu	10	3516.8	31.184443157894737	13.27005498200431	0.4255400720187756	2.121430849157895	0.0495661442155282	0.023364838830841186	5.784195010105263	0.12144667241749026	0.020997212333071176
bioethanol	otu	11	3509.9	30.143146315789473	12.7845225012242	0.4241330356114757	2.116720232526316	0.04998190440913716	0.02361329083780659	5.7735642276842105	0.12325702975330595	0.02134950579732885
human	otu	1	10523	669.8933504081633	8.143712940283375	0.012156703572454259	4.886286061081632	0.009971369910713674	0.0020406847097591925	60.327925765857145	0.715056707474127	0.011852825248653338
human	otu	2	9946.49	500.31789795918365	50.29043542852917	0.10051708619292918	4.776870027183674	0.034817060116614756	0.007288681936080091	57.46020644389796	1.0791234160650107	0.01878046465951912
human	otu	3	9684.55	429.9524981632653	65.8549119055626	0.15316793158290076	4.721442451183673	0.05314596994390031	0.011256305288538484	56.063441701918364	1.47105505012398	0.02623924777511064
human	otu	4	9494.3	383.1881963265306	71.83823953336196	0.18747508636481808	4.678262336510204	0.06631909785561078	0.014176017970517134	54.97024019908163	1.7813488479513098	0.03240583564029737
human	otu	5	9330.43	348.86334857142856	73.77037644877363	0.21145916637826903	4.642077121040816	0.07662238788909673	0.01650606354531328	54.049695587632655	2.036348388026571	0.03767562340357778
human	otu	6	9177.13	322.1947151020408	73.88968710367259	0.22933239624541593	4.610471451816326	0.08536055533233763	0.018514503418238303	53.24168150957143	2.2597542378518973	0.04244347759158121
human	otu	7	9031.27	300.7080395918367	73.1218004583596	0.2431655375035612	4.582213790877551	0.09305762949236548	0.02030845239287585	52.515731061714284	2.459864096235776	0.046840664206178495
human	otu	8	8882.82	282.8788832653061	71.99148106283532	0.2544958044219487	4.556384511469387	0.10033677842376999	0.02202114841255248	51.85026088059183	2.6531017164358035	0.05116867168927652
human	otu	9	8737.53	267.719096122449	70.75403131890859	0.2642845129502913	4.532358562306122	0.10744766296141238	0.02370679708636397	51.230632835959184	2.843320447769571	0.05550054426857377
human	otu	10	8605.48	254.6241512244898	69.57340443860592	0.27323955758230334	4.509680333020408	0.11463111034651455	0.025418909835492127	50.642670658244896	3.0360919705704768	0.059951416939273444
