dataset	sample	n	shannon	freq_removed	fraction_lost
rice	JE.Lundberg.183	58569	6.117462283793999	5	0.08991104509211358
rice	JE.Lundberg.183	58569	6.117462283793999	6	0.09201113216889481
rice	JE.Lundberg.183	58569	6.117462283793999	7	0.09373559391486964
rice	JE.Lundberg.183	58569	6.117462283793999	8	0.09506735645136506
rice	JE.Lundberg.183	58569	6.117462283793999	9	0.09586982874899691
rice	JE.Lundberg.183	58569	6.117462283793999	10	0.09658693165326367
rice	JE.Lundberg.186	62489	5.498317125933556	1	0.05343340427915313
rice	JE.Lundberg.186	62489	5.498317125933556	2	0.06146681815999616
rice	JE.Lundberg.186	62489	5.498317125933556	3	0.06679575605306534
rice	JE.Lundberg.186	62489	5.498317125933556	4	0.06935620669237785
rice	JE.Lundberg.186	62489	5.498317125933556	5	0.07170862071724624
rice	JE.Lundberg.186	62489	5.498317125933556	6	0.07316487701835524
rice	JE.Lundberg.186	62489	5.498317125933556	7	0.07417305445758453
rice	JE.Lundberg.186	62489	5.498317125933556	8	0.07508521499783961
rice	JE.Lundberg.186	62489	5.498317125933556	9	0.07574133047416345
rice	JE.Lundberg.186	62489	5.498317125933556	10	0.0764454543999744
rice	JE.Lundberg.187	65019	7.692177534108103	1	0.09080422645688184
rice	JE.Lundberg.187	65019	7.692177534108103	2	0.10767621772097387
rice	JE.Lundberg.187	65019	7.692177534108103	3	0.11819621956658823
rice	JE.Lundberg.187	65019	7.692177534108103	4	0.12488657161752718
rice	JE.Lundberg.187	65019	7.692177534108103	5	0.13010043218136236
rice	JE.Lundberg.187	65019	7.692177534108103	6	0.13351481874528984
rice	JE.Lundberg.187	65019	7.692177534108103	7	0.13617557944600808
rice	JE.Lundberg.187	65019	7.692177534108103	8	0.1385287377535797
rice	JE.Lundberg.187	65019	7.692177534108103	9	0.1402513111552008
rice	JE.Lundberg.187	65019	7.692177534108103	10	0.1416970424029899
rice	JE.Lundberg.188	58445	7.126551354603458	1	0.05545384549576525
rice	JE.Lundberg.188	58445	7.126551354603458	2	0.06756779878518265
rice	JE.Lundberg.188	58445	7.126551354603458	3	0.07655060313114895
rice	JE.Lundberg.188	58445	7.126551354603458	4	0.082385148430148
rice	JE.Lundberg.188	58445	7.126551354603458	5	0.08727863803576012
rice	JE.Lundberg.188	58445	7.126551354603458	6	0.09109419111985627
rice	JE.Lundberg.188	58445	7.126551354603458	7	0.09398579861408161
rice	JE.Lundberg.188	58445	7.126551354603458	8	0.09615878176062966
rice	JE.Lundberg.188	58445	7.126551354603458	9	0.09778424159466165
rice	JE.Lundberg.188	58445	7.126551354603458	10	0.09905038925485499
rice	JE.Lundberg.189	52508	6.258038443683672	1	0.07730250628475661
rice	JE.Lundberg.189	52508	6.258038443683672	2	0.089205454406947507
rice	JE.Lundberg.189	52508	6.258038443683672	3	0.0968423859221452
rice	JE.Lundberg.189	52508	6.258038443683672	4	0.10148929686904852
rice	JE.Lundberg.189	52508	6.258038443683672	5	0.10508874838119905
rice	JE.Lundberg.189	52508	6.258038443683672	6	0.10722175668469566
rice	JE.Lundberg.189	52508	6.258038443683672	7	0.1090881389502552
rice	JE.Lundberg.189	52508	6.258038443683672	8	0.11024986668698103
rice	JE.Lundberg.189	52508	6.258038443683672	9	0.1112211472537518
rice	JE.Lundberg.189	52508	6.258038443683672	10	0.11224956197150911
rice	JE.Lundberg.19	49468	7.928965402046654	1	0.2352429853642759
rice	JE.Lundberg.19	49468	7.928965402046654	2	0.24427912994258916
rice	JE.Lundberg.19	49468	7.928965402046654	3	0.2512331204010674
rice	JE.Lundberg.19	49468	7.928965402046654	4	0.25606452656262635
rice	JE.Lundberg.19	49468	7.928965402046654	5	0.2597638877658284
rice	JE.Lundberg.19	49468	7.928965402046654	6	0.26281636613568365
rice	JE.Lundberg.19	49468	7.928965402046654	7	0.26489852025551874
rice	JE.Lundberg.19	49468	7.928965402046654	8	0.26671787822430665
rice	JE.Lundberg.19	49468	7.928965402046654	9	0.2682946551305895
rice	JE.Lundberg.19	49468	7.928965402046654	10	0.26952777553165685
rice	JE.Lundberg.190	73521	7.607470913889568	1	0.056106418574284896
rice	JE.Lundberg.190	73521	7.607470913889568	2	0.06683804627249357
rice	JE.Lundberg.190	73521	7.607470913889568	3	0.07516219855551474
rice	JE.Lundberg.190	73521	7.607470913889568	4	0.08098366453122237
rice	JE.Lundberg.190	73521	7.607470913889568	5	0.08544497490512915
rice	JE.Lundberg.190	73521	7.607470913889568	6	0.08834210633696495
rice	JE.Lundberg.190	73521	7.607470913889568	7	0.09072237864011642
rice	JE.Lundberg.190	73521	7.607470913889568	8	0.09304824471919587
rice	JE.Lundberg.190	73521	7.607470913889568	9	0.0950204703418071
rice	JE.Lundberg.190	73521	7.607470913889568	10	0.0967750710681302
rice	JE.Lundberg.191	58412	6.976593675548947	1	0.039871944121071014
rice	JE.Lundberg.191	58412	6.976593675548947	2	0.04800383482845991
rice	JE.Lundberg.191	58412	6.976593675548947	3	0.05493734164212833
rice	JE.Lundberg.191	58412	6.976593675548947	4	0.06010751215503664
rice	JE.Lundberg.191	58412	6.976593675548947	5	0.06385674176539068
rice	JE.Lundberg.191	58412	6.976593675548947	6	0.06664726426076834
rice	JE.Lundberg.191	58412	6.976593675548947	7	0.0687529959597343
rice	JE.Lundberg.191	58412	6.976593675548947	8	0.07053345203040472
rice	JE.Lundberg.191	58412	6.976593675548947	9	0.07185167431349723
rice	JE.Lundberg.191	58412	6.976593675548947	10	0.0730158186673971
rice	JE.Lundberg.192	19564	6.333775008914537	1	0.09670823962379882
rice	JE.Lundberg.192	19564	6.333775008914537	2	0.11148026988345941
rice	JE.Lundberg.192	19564	6.333775008914537	3	0.12088529952974852
rice	JE.Lundberg.192	19564	6.333775008914537	4	0.1267634430586792
rice	JE.Lundberg.192	19564	6.333775008914537	5	0.13008587200981395
rice	JE.Lundberg.192	19564	6.333775008914537	6	0.1334083009609487
rice	JE.Lundberg.192	19564	6.333775008914537	7	0.1356062154978532
rice	JE.Lundberg.192	19564	6.333775008914537	8	0.1374974442854222
rice	JE.Lundberg.192	19564	6.333775008914537	9	0.1390819873236557
rice	JE.Lundberg.192	19564	6.333775008914537	10	0.14000204457166224
rice	JE.Lundberg.2	36869	7.130096673618883	1	0.16875966258916705
rice	JE.Lundberg.2	36869	7.130096673618883	2	0.17686945672516205
rice	JE.Lundberg.2	36869	7.130096673618883	3	0.18413843608451544
rice	JE.Lundberg.2	36869	7.130096673618883	4	0.19005126257831784
rice	JE.Lundberg.2	36869	7.130096673618883	5	0.19420109034690392
rice	JE.Lundberg.2	36869	7.130096673618883	6	0.19699476524993897
rice	JE.Lundberg.2	36869	7.130096673618883	7	0.1995985787517969
rice	JE.Lundberg.2	36869	7.130096673618883	8	0.20128020830508014
rice	JE.Lundberg.2	36869	7.130096673618883	9	0.20274485339987525
rice	JE.Lundberg.2	36869	7.130096673618883	10	0.2043179907239144
rice	JE.Lundberg.20	26870	7.034229340184816	1	0.16710085597320432
rice	JE.Lundberg.20	26870	7.034229340184816	2	0.17644212876814291
rice	JE.Lundberg.20	26870	7.034229340184816	3	0.18541123930033496
rice	JE.Lundberg.20	26870	7.034229340184816	4	0.19095645701525865
rice	JE.Lundberg.20	26870	7.034229340184816	5	0.1955340528470413
rice	JE.Lundberg.20	26870	7.034229340184816	6	0.19925567547450687
rice	JE.Lundberg.20	26870	7.034229340184816	7	0.20141421659843692
rice	JE.Lundberg.20	26870	7.034229340184816	8	0.2035355414960923
rice	JE.Lundberg.20	26870	7.034229340184816	9	0.20569408262002234
rice	JE.Lundberg.20	26870	7.034229340184816	10	0.20703386676590993
rice	JE.Lundberg.21	23139	6.45101692131606	1	0.20895457884956134
rice	JE.Lundberg.21	23139	6.45101692131606	2	0.21517783828168893
rice	JE.Lundberg.21	23139	6.45101692131606	3	0.22079605860235965
rice	JE.Lundberg.21	23139	6.45101692131606	4	0.2248152469856087
rice	JE.Lundberg.21	23139	6.45101692131606	5	0.22766757422533385
rice	JE.Lundberg.21	23139	6.45101692131606	6	0.22952590863909417
rice	JE.Lundberg.21	23139	6.45101692131606	7	0.2310385064177363
rice	JE.Lundberg.21	23139	6.45101692131606	8	0.23250788711698864
rice	JE.Lundberg.21	23139	6.45101692131606	9	0.23337222870478413
rice	JE.Lundberg.21	23139	6.45101692131606	10	0.23449587276891828
rice	JE.Lundberg.22	44619	7.765259516840755	1	0.22078038503776418
rice	JE.Lundberg.22	44619	7.765259516840755	2	0.22943140814451243
rice	JE.Lundberg.22	44619	7.765259516840755	3	0.2364015329792241
rice	JE.Lundberg.22	44619	7.765259516840755	4	0.24153387570317578
rice	JE.Lundberg.22	44619	7.765259516840755	5	0.24520943992469577
rice	JE.Lundberg.22	44619	7.765259516840755	6	0.2482350568143616
rice	JE.Lundberg.22	44619	7.765259516840755	7	0.2503866066025684
rice	JE.Lundberg.22	44619	7.765259516840755	8	0.2522468006902889
rice	JE.Lundberg.22	44619	7.765259516840755	9	0.2538828750084045
rice	JE.Lundberg.22	44619	7.765259516840755	10	0.2551603576951523
rice	JE.Lundberg.23	39950	7.679575706408627	1	0.21319148936170212
rice	JE.Lundberg.23	39950	7.679575706408627	2	0.22055068836045055
rice	JE.Lundberg.23	39950	7.679575706408627	3	0.2272090112640801
rice	JE.Lundberg.23	39950	7.679575706408627	4	0.23241551939924907
rice	JE.Lundberg.23	39950	7.679575706408627	5	0.23667083854818524
rice	JE.Lundberg.23	39950	7.679575706408627	6	0.2397496871088861
rice	JE.Lundberg.23	39950	7.679575706408627	7	0.2421026282853567
rice	JE.Lundberg.23	39950	7.679575706408627	8	0.24380475594493117
rice	JE.Lundberg.23	39950	7.679575706408627	9	0.24565707133917397
rice	JE.Lundberg.23	39950	7.679575706408627	10	0.2472590738423029
rice	JE.Lundberg.24	20083	6.529194608991017	1	0.27475974704974354
rice	JE.Lundberg.24	20083	6.529194608991017	2	0.28048598316984513
rice	JE.Lundberg.24	20083	6.529194608991017	3	0.2858138724294179
rice	JE.Lundberg.24	20083	6.529194608991017	4	0.2897475476771399
rice	JE.Lundberg.24	20083	6.529194608991017	5	0.2925359757008415
rice	JE.Lundberg.24	20083	6.529194608991017	6	0.2946770900761838
rice	JE.Lundberg.24	20083	6.529194608991017	7	0.29632027087586515
rice	JE.Lundberg.24	20083	6.529194608991017	8	0.29736593138475326
rice	JE.Lundberg.24	20083	6.529194608991017	9	0.2985609719663397
rice	JE.Lundberg.24	20083	6.529194608991017	10	0.2995568391176617
rice	JE.Lundberg.25	53642	7.3738333656785064	1	0.07637671973453637
rice	JE.Lundberg.25	53642	7.3738333656785064	2	0.09030237500466053
rice	JE.Lundberg.25	53642	7.3738333656785064	3	0.09979120838149211
rice	JE.Lundberg.25	53642	7.3738333656785064	4	0.10529063047611946
rice	JE.Lundberg.25	53642	7.3738333656785064	5	0.10952238917266321
rice	JE.Lundberg.25	53642	7.3738333656785064	6	0.11256105290630476
rice	JE.Lundberg.25	53642	7.3738333656785064	7	0.11526415868163006
rice	JE.Lundberg.25	53642	7.3738333656785064	8	0.1175012117370717
rice	JE.Lundberg.25	53642	7.3738333656785064	9	0.11916035941985757
rice	JE.Lundberg.25	53642	7.3738333656785064	10	0.12061444390589464
rice	JE.Lundberg.26	50131	7.10086988363135	1	0.05790828030559933
rice	JE.Lundberg.26	50131	7.10086988363135	2	0.06766272366400032
rice	JE.Lundberg.26	50131	7.10086988363135	3	0.07590113901577866
rice	JE.Lundberg.26	50131	7.10086988363135	4	0.08090802098501924
rice	JE.Lundberg.26	50131	7.10086988363135	5	0.08461830005385888
rice	JE.Lundberg.26	50131	7.10086988363135	6	0.08777004248867966
rice	JE.Lundberg.26	50131	7.10086988363135	7	0.09006403223554288
rice	JE.Lundberg.26	50131	7.10086988363135	8	0.09219844008697213
rice	JE.Lundberg.26	50131	7.10086988363135	9	0.09399373641060421
rice	JE.Lundberg.26	50131	7.10086988363135	10	0.09523049610021743
rice	JE.Lundberg.27	29361	6.318680154088208	1	0.07639385579510234
rice	JE.Lundberg.27	29361	6.318680154088208	2	0.09076666326078812
rice	JE.Lundberg.27	29361	6.318680154088208	3	0.09982630019413508
rice	JE.Lundberg.27	29361	6.318680154088208	4	0.10473076530090937
rice	JE.Lundberg.27	29361	6.318680154088208	5	0.10803446749088927
rice	JE.Lundberg.27	29361	6.318680154088208	6	0.11072511154252239
rice	JE.Lundberg.27	29361	6.318680154088208	7	0.11283675624127244
rice	JE.Lundberg.27	29361	6.318680154088208	8	0.11443751915806682
rice	JE.Lundberg.27	29361	6.318680154088208	9	0.11552740029290555
rice	JE.Lundberg.27	29361	6.318680154088208	10	0.11661728142774429
rice	JE.Lundberg.28	74025	7.380253740267434	1	0.07982438365417088
rice	JE.Lundberg.28	74025	7.380253740267434	2	0.09329280648429585
rice	JE.Lundberg.28	74025	7.380253740267434	3	0.10180344478216818
rice	JE.Lundberg.28	74025	7.380253740267434	4	0.10716649780479567
rice	JE.Lundberg.28	74025	7.380253740267434	5	0.11032759202971969
rice	JE.Lundberg.28	74025	7.380253740267434	6	0.11306990881458967
rice	JE.Lundberg.28	74025	7.380253740267434	7	0.11505572441742655
rice	JE.Lundberg.28	74025	7.380253740267434	8	0.11713610266801756
rice	JE.Lundberg.28	74025	7.380253740267434	9	0.11854103343465046
rice	JE.Lundberg.28	74025	7.380253740267434	10	0.11963525835866261
rice	JE.Lundberg.29	62698	7.202247343795045	1	0.04902867715078631
rice	JE.Lundberg.29	62698	7.202247343795045	2	0.059778621327634056
rice	JE.Lundberg.29	62698	7.202247343795045	3	0.06695588376024754
rice	JE.Lundberg.29	62698	7.202247343795045	4	0.07209161376758429
rice	JE.Lundberg.29	62698	7.202247343795045	5	0.07510606398928195
rice	JE.Lundberg.29	62698	7.202247343795045	6	0.07812051421097961
rice	JE.Lundberg.29	62698	7.202247343795045	7	0.08041723818941593
rice	JE.Lundberg.29	62698	7.202247343795045	8	0.0820600338128808
rice	JE.Lundberg.29	62698	7.202247343795045	9	0.08375067785256309
rice	JE.Lundberg.29	62698	7.202247343795045	10	0.08524992822737568
rice	JE.Lundberg.3	12570	6.386134590179342	1	0.2375497215592681
rice	JE.Lundberg.3	12570	6.386134590179342	2	0.24797136038186157
rice	JE.Lundberg.3	12570	6.386134590179342	3	0.2543357199681782
rice	JE.Lundberg.3	12570	6.386134590179342	4	0.26014319809069214
rice	JE.Lundberg.3	12570	6.386134590179342	5	0.2649164677804296
rice	JE.Lundberg.3	12570	6.386134590179342	6	0.2677008750994431
rice	JE.Lundberg.3	12570	6.386134590179342	7	0.2696101829753381
rice	JE.Lundberg.3	12570	6.386134590179342	8	0.27120127287191725
rice	JE.Lundberg.3	12570	6.386134590179342	9	0.27311058074781225
rice	JE.Lundberg.3	12570	6.386134590179342	10	0.2741447891805887
rice	JE.Lundberg.30	43683	6.686165435847176	1	0.06581507680333311
rice	JE.Lundberg.30	43683	6.686165435847176	2	0.07872627795710002
rice	JE.Lundberg.30	43683	6.686165435847176	3	0.0862807041640913
rice	JE.Lundberg.30	43683	6.686165435847176	4	0.09163747911086693
rice	JE.Lundberg.30	43683	6.686165435847176	5	0.09548336881624431
rice	JE.Lundberg.30	43683	6.686165435847176	6	0.09818464849025937
rice	JE.Lundberg.30	43683	6.686165435847176	7	0.10070279055925646
rice	JE.Lundberg.30	43683	6.686165435847176	8	0.1023510290044182
rice	JE.Lundberg.30	43683	6.686165435847176	9	0.10365588444017124
rice	JE.Lundberg.30	43683	6.686165435847176	10	0.10493784767529703
rice	JE.Lundberg.31	61771	7.305890650721469	1	0.08628644509559502
rice	JE.Lundberg.31	61771	7.305890650721469	2	0.09988505933204903
rice	JE.Lundberg.31	61771	7.305890650721469	3	0.10940408929756681
rice	JE.Lundberg.31	61771	7.305890650721469	4	0.1146978355539007
rice	JE.Lundberg.31	61771	7.305890650721469	5	0.1190364410483884
rice	JE.Lundberg.31	61771	7.305890650721469	6	0.12191805216039889
rice	JE.Lundberg.31	61771	7.305890650721469	7	0.12413592138705865
rice	JE.Lundberg.31	61771	7.305890650721469	8	0.12586812581955933
rice	JE.Lundberg.31	61771	7.305890650721469	9	0.12700134367259716
rice	JE.Lundberg.31	61771	7.305890650721469	10	0.12816693917857894
rice	JE.Lundberg.32	63141	7.384956077220913	1	0.06252672589917803
rice	JE.Lundberg.32	63141	7.384956077220913	2	0.07367637509700511
rice	JE.Lundberg.32	63141	7.384956077220913	3	0.08202277442549215
rice	JE.Lundberg.32	63141	7.384956077220913	4	0.0878668377124214
rice	JE.Lundberg.32	63141	7.384956077220913	5	0.09138277822650892
rice	JE.Lundberg.32	63141	7.384956077220913	6	0.09396430211748309
rice	JE.Lundberg.32	63141	7.384956077220913	7	0.09660917628799037
rice	JE.Lundberg.32	63141	7.384956077220913	8	0.09843049682456724
rice	JE.Lundberg.32	63141	7.384956077220913	9	0.09982420297429562
rice	JE.Lundberg.32	63141	7.384956077220913	10	0.10117039641437418
rice	JE.Lundberg.33	74900	6.783811610212375	1	0.05045393858477971
rice	JE.Lundberg.33	74900	6.783811610212375	2	0.05970627503337784
rice	JE.Lundberg.33	74900	6.783811610212375	3	0.06587449933244326
rice	JE.Lundberg.33	74900	6.783811610212375	4	0.06998664886515354
rice	JE.Lundberg.33	74900	6.783811610212375	5	0.07289719626168224
rice	JE.Lundberg.33	74900	6.783811610212375	6	0.07500667556742323
rice	JE.Lundberg.33	74900	6.783811610212375	7	0.07683578104138852
rice	JE.Lundberg.33	74900	6.783811610212375	8	0.07814419225634178
rice	JE.Lundberg.33	74900	6.783811610212375	9	0.07927903871829106
rice	JE.Lundberg.33	74900	6.783811610212375	10	0.08025367156208278
rice	JE.Lundberg.34	53095	7.501326182352721	1	0.09676994067237969
rice	JE.Lundberg.34	53095	7.501326182352721	2	0.11253413692438083
rice	JE.Lundberg.34	53095	7.501326182352721	3	0.12306243525755721
rice	JE.Lundberg.34	53095	7.501326182352721	4	0.12920237310481214
rice	JE.Lundberg.34	53095	7.501326182352721	5	0.13345889443450418
rice	JE.Lundberg.34	53095	7.501326182352721	6	0.13654769752330728
rice	JE.Lundberg.34	53095	7.501326182352721	7	0.13922214897824653
rice	JE.Lundberg.34	53095	7.501326182352721	8	0.1414257463037951
rice	JE.Lundberg.34	53095	7.501326182352721	9	0.14310198700442603
rice	JE.Lundberg.34	53095	7.501326182352721	10	0.14428853941049063
rice	JE.Lundberg.35	52883	7.034873049543859	1	0.05064009227918235
rice	JE.Lundberg.35	52883	7.034873049543859	2	0.06200480305580243
rice	JE.Lundberg.35	52883	7.034873049543859	3	0.06966321880377437
rice	JE.Lundberg.35	52883	7.034873049543859	4	0.07501465499309797
rice	JE.Lundberg.35	52883	7.034873049543859	5	0.07881549836431367
rice	JE.Lundberg.35	52883	7.034873049543859	6	0.08221923869674565
rice	JE.Lundberg.35	52883	7.034873049543859	7	0.08446948924985345
rice	JE.Lundberg.35	52883	7.034873049543859	8	0.08617135941606943
rice	JE.Lundberg.35	52883	7.034873049543859	9	0.08755176521755574
rice	JE.Lundberg.35	52883	7.034873049543859	10	0.08927254505228523
rice	JE.Lundberg.36	34538	6.588600228618628	1	0.08025942440210783
rice	JE.Lundberg.36	34538	6.588600228618628	2	0.09476518617175285
rice	JE.Lundberg.36	34538	6.588600228618628	3	0.10362499276159592
rice	JE.Lundberg.36	34538	6.588600228618628	4	0.10863396838265099
rice	JE.Lundberg.36	34538	6.588600228618628	5	0.11254270658405235
rice	JE.Lundberg.36	34538	6.588600228618628	6	0.11529330013318663
rice	JE.Lundberg.36	34538	6.588600228618628	7	0.11755168220510742
rice	JE.Lundberg.36	34538	6.588600228618628	8	0.11928889918350802
rice	JE.Lundberg.36	34538	6.588600228618628	9	0.12050495106838845
rice	JE.Lundberg.36	34538	6.588600228618628	10	0.12183681741849557
rice	JE.Lundberg.37	65001	7.295903820236425	1	0.07127582652574575
rice	JE.Lundberg.37	65001	7.295903820236425	2	0.08441408593713944
rice	JE.Lundberg.37	65001	7.295903820236425	3	0.0926447285426378
rice	JE.Lundberg.37	65001	7.295903820236425	4	0.098367717419732
rice	JE.Lundberg.37	65001	7.295903820236425	5	0.10199843079337241
rice	JE.Lundberg.37	65001	7.295903820236425	6	0.10484454085321765
rice	JE.Lundberg.37	65001	7.295903820236425	7	0.10682912570575838
rice	JE.Lundberg.37	65001	7.295903820236425	8	0.10847525422685805
rice	JE.Lundberg.37	65001	7.295903820236425	9	0.1100444608544484
rice	JE.Lundberg.37	65001	7.295903820236425	10	0.11116752049968462
rice	JE.Lundberg.38	57091	7.322211029342791	1	0.0697658124748209
rice	JE.Lundberg.38	57091	7.322211029342791	2	0.08316547266644479
rice	JE.Lundberg.38	57091	7.322211029342791	3	0.09148552311222434
rice	JE.Lundberg.38	57091	7.322211029342791	4	0.09665271233644532
rice	JE.Lundberg.38	57091	7.322211029342791	5	0.10124187700338057
rice	JE.Lundberg.38	57091	7.322211029342791	6	0.10407945210278327
rice	JE.Lundberg.38	57091	7.322211029342791	7	0.10639155033192622
rice	JE.Lundberg.38	57091	7.322211029342791	8	0.10823071937783539
rice	JE.Lundberg.38	57091	7.322211029342791	9	0.10992976125834195
rice	JE.Lundberg.38	57091	7.322211029342791	10	0.11120842164264069
rice	JE.Lundberg.39	42360	6.184411300920677	1	0.072780925401322
rice	JE.Lundberg.39	42360	6.184411300920677	2	0.08500944287063267
rice	JE.Lundberg.39	42360	6.184411300920677	3	0.09197355996222852
rice	JE.Lundberg.39	42360	6.184411300920677	4	0.09563267233238905
rice	JE.Lundberg.39	42360	6.184411300920677	5	0.098890462700661
rice	JE.Lundberg.39	42360	6.184411300920677	6	0.10075542965061379
rice	JE.Lundberg.39	42360	6.184411300920677	7	0.1025967894239849
rice	JE.Lundberg.39	42360	6.184411300920677	8	0.10387157695939565
rice	JE.Lundberg.39	42360	6.184411300920677	9	0.10502832861189802
rice	JE.Lundberg.39	42360	6.184411300920677	10	0.10580736543909348
rice	JE.Lundberg.4	46817	7.6417024373754705	1	0.18254053014930474
rice	JE.Lundberg.4	46817	7.6417024373754705	2	0.19223786231497106
rice	JE.Lundberg.4	46817	7.6417024373754705	3	0.19960698037037827
rice	JE.Lundberg.4	46817	7.6417024373754705	4	0.205160518615033
rice	JE.Lundberg.4	46817	7.6417024373754705	5	0.20928295277356515
rice	JE.Lundberg.4	46817	7.6417024373754705	6	0.21201700237093363
rice	JE.Lundberg.4	46817	7.6417024373754705	7	0.2147510519683021
rice	JE.Lundberg.4	46817	7.6417024373754705	8	0.21652391225409573
rice	JE.Lundberg.4	46817	7.6417024373754705	9	0.2181258944400538
rice	JE.Lundberg.4	46817	7.6417024373754705	10	0.2196210778136147
rice	JE.Lundberg.40	64812	6.931236337927183	1	0.07444609023020428
rice	JE.Lundberg.40	64812	6.931236337927183	2	0.08629574770104302
rice	JE.Lundberg.40	64812	6.931236337927183	3	0.09376350058631118
rice	JE.Lundberg.40	64812	6.931236337927183	4	0.09843856076035302
rice	JE.Lundberg.40	64812	6.931236337927183	5	0.10180213540702339
rice	JE.Lundberg.40	64812	6.931236337927183	6	0.10470283280873913
rice	JE.Lundberg.40	64812	6.931236337927183	7	0.10697093130901685
rice	JE.Lundberg.40	64812	6.931236337927183	8	0.10872986483984447
rice	JE.Lundberg.40	64812	6.931236337927183	9	0.11007220885021292
rice	JE.Lundberg.40	64812	6.931236337927183	10	0.11144541134357835
rice	JE.Lundberg.41	68500	6.881013623436666	1	0.04983941605839416
rice	JE.Lundberg.41	68500	6.881013623436666	2	0.05910948905109489
rice	JE.Lundberg.41	68500	6.881013623436666	3	0.06576642335766424
rice	JE.Lundberg.41	68500	6.881013623436666	4	0.06967883211678833
rice	JE.Lundberg.41	68500	6.881013623436666	5	0.07262773722627737
rice	JE.Lundberg.41	68500	6.881013623436666	6	0.07513868613138686
rice	JE.Lundberg.41	68500	6.881013623436666	7	0.07745985401459854
rice	JE.Lundberg.41	68500	6.881013623436666	8	0.0792992700729927
rice	JE.Lundberg.41	68500	6.881013623436666	9	0.08064233576642335
rice	JE.Lundberg.41	68500	6.881013623436666	10	0.08137226277372263
rice	JE.Lundberg.42	53810	6.66262341758647	1	0.06758966734807656
rice	JE.Lundberg.42	53810	6.66262341758647	2	0.07907452146441182
rice	JE.Lundberg.42	53810	6.66262341758647	3	0.08600631852815462
rice	JE.Lundberg.42	53810	6.66262341758647	4	0.09031778479836462
rice	JE.Lundberg.42	53810	6.66262341758647	5	0.09342129715666234
rice	JE.Lundberg.42	53810	6.66262341758647	6	0.09555844638543022
rice	JE.Lundberg.42	53810	6.66262341758647	7	0.09760267608251254
rice	JE.Lundberg.42	53810	6.66262341758647	8	0.09899646905779595
rice	JE.Lundberg.42	53810	6.66262341758647	9	0.10018583906337113
rice	JE.Lundberg.42	53810	6.66262341758647	10	0.10113361828656384
rice	JE.Lundberg.43	76844	7.494776595525536	1	0.0845609286346364
rice	JE.Lundberg.43	76844	7.494776595525536	2	0.09726198532090989
rice	JE.Lundberg.43	76844	7.494776595525536	3	0.10530425277184946
rice	JE.Lundberg.43	76844	7.494776595525536	4	0.11031440320649628
rice	JE.Lundberg.43	76844	7.494776595525536	5	0.1139060954661392
rice	JE.Lundberg.43	76844	7.494776595525536	6	0.11659986466087137
rice	JE.Lundberg.43	76844	7.494776595525536	7	0.11853885794596845
rice	JE.Lundberg.43	76844	7.494776595525536	8	0.12032169069803758
rice	JE.Lundberg.43	76844	7.494776595525536	9	0.12190932278382177
rice	JE.Lundberg.43	76844	7.494776595525536	10	0.12319764718130238
rice	JE.Lundberg.44	55553	7.17219504203583	1	0.05519053876478318
rice	JE.Lundberg.44	55553	7.17219504203583	2	0.06678307202131298
rice	JE.Lundberg.44	55553	7.17219504203583	3	0.07504545209079617
rice	JE.Lundberg.44	55553	7.17219504203583	4	0.08094972368728962
rice	JE.Lundberg.44	55553	7.17219504203583	5	0.08498190916782172
rice	JE.Lundberg.44	55553	7.17219504203583	6	0.08798804745018271
rice	JE.Lundberg.44	55553	7.17219504203583	7	0.09050816337551527
rice	JE.Lundberg.44	55553	7.17219504203583	8	0.0925782585998956
rice	JE.Lundberg.44	55553	7.17219504203583	9	0.09407232732705705
rice	JE.Lundberg.44	55553	7.17219504203583	10	0.09565640019440894
rice	JE.Lundberg.45	61961	6.347162364383511	1	0.0717386743273995
rice	JE.Lundberg.45	61961	6.347162364383511	2	0.08159971595035587
rice	JE.Lundberg.45	61961	6.347162364383511	3	0.08795855457465179
rice	JE.Lundberg.45	61961	6.347162364383511	4	0.09138006165168412
rice	JE.Lundberg.45	61961	6.347162364383511	5	0.09404302706541211
rice	JE.Lundberg.45	61961	6.347162364383511	6	0.0958990332628589
rice	JE.Lundberg.45	61961	6.347162364383511	7	0.09725472474621133
rice	JE.Lundberg.45	61961	6.347162364383511	8	0.0987072513355175
rice	JE.Lundberg.45	61961	6.347162364383511	9	0.09965946321072933
rice	JE.Lundberg.45	61961	6.347162364383511	10	0.10046642242701054
rice	JE.Lundberg.46	62528	7.343434783126568	1	0.07447863357215967
rice	JE.Lundberg.46	62528	7.343434783126568	2	0.08664918116683726
rice	JE.Lundberg.46	62528	7.343434783126568	3	0.09459762026612077
rice	JE.Lundberg.46	62528	7.343434783126568	4	0.09987525588536336
rice	JE.Lundberg.46	62528	7.343434783126568	5	0.10419332139201638
rice	JE.Lundberg.46	62528	7.343434783126568	6	0.10719997441146366
rice	JE.Lundberg.46	62528	7.343434783126568	7	0.10963088536335722
rice	JE.Lundberg.46	62528	7.343434783126568	8	0.1113421187308086
rice	JE.Lundberg.46	62528	7.343434783126568	9	0.1128774309109519
rice	JE.Lundberg.46	62528	7.343434783126568	10	0.11431678607983624
rice	JE.Lundberg.47	57179	7.21204816966478	1	0.05367355147868973
