dataset	sample	n	shannon	min_freq	coverage
bioethanol	A12_18	14684	2.084365635673613	10	1
bioethanol	A12_39	6771	3.5015567836903	1	0.48611111111111116
bioethanol	A12_39	6771	3.5015567836903	2	0.7333333333333334
bioethanol	A12_39	6771	3.5015567836903	3	0.8181818181818181
bioethanol	A12_39	6771	3.5015567836903	4	0.7777777777777778
bioethanol	A12_39	6771	3.5015567836903	5	0.9090909090909091
bioethanol	A12_39	6771	3.5015567836903	6	0.9
bioethanol	A12_39	6771	3.5015567836903	7	1
bioethanol	A12_39	6771	3.5015567836903	8	1
bioethanol	A12_39	6771	3.5015567836903	9	1
bioethanol	A12_39	6771	3.5015567836903	10	0.8333333333333334
bioethanol	A12_DR	8453	3.3918583873839374	1	0.5573770491803278
bioethanol	A12_DR	8453	3.3918583873839374	2	0.8181818181818181
bioethanol	A12_DR	8453	3.3918583873839374	3	0.6923076923076923
bioethanol	A12_DR	8453	3.3918583873839374	4	0.85
bioethanol	A12_DR	8453	3.3918583873839374	5	0.6666666666666667
bioethanol	A12_DR	8453	3.3918583873839374	6	1
bioethanol	A12_DR	8453	3.3918583873839374	7	0.625
bioethanol	A12_DR	8453	3.3918583873839374	8	0.875
bioethanol	A12_DR	8453	3.3918583873839374	9	1
bioethanol	A12_DR	8453	3.3918583873839374	10	1
bioethanol	A12_PS	9576	3.2081945202123654	1	0.4631578947368421
bioethanol	A12_PS	9576	3.2081945202123654	2	0.896551724137931
bioethanol	A12_PS	9576	3.2081945202123654	3	0.8260869565217391
bioethanol	A12_PS	9576	3.2081945202123654	4	1
bioethanol	A12_PS	9576	3.2081945202123654	5	0.8461538461538461
bioethanol	A12_PS	9576	3.2081945202123654	6	1
bioethanol	A12_PS	9576	3.2081945202123654	7	0.7
bioethanol	A12_PS	9576	3.2081945202123654	8	0.7777777777777778
bioethanol	A12_PS	9576	3.2081945202123654	9	1
bioethanol	A12_PS	9576	3.2081945202123654	10	1
bioethanol	A21_10	50092	1.056454121856726	1	0.4247311827956989
bioethanol	A21_10	50092	1.056454121856726	2	0.6451612903225806
bioethanol	A21_10	50092	1.056454121856726	3	0.7209302325581395
bioethanol	A21_10	50092	1.056454121856726	4	0.6842105263157895
bioethanol	A21_10	50092	1.056454121856726	5	0.8636363636363636
bioethanol	A21_10	50092	1.056454121856726	6	0.9411764705882353
bioethanol	A21_10	50092	1.056454121856726	7	0.9090909090909091
bioethanol	A21_10	50092	1.056454121856726	8	0.8571428571428572
bioethanol	A21_10	50092	1.056454121856726	9	1
bioethanol	A21_10	50092	1.056454121856726	10	1
bioethanol	A21_18	59658	0.5693161941822046	1	0.4338235294117647
bioethanol	A21_18	59658	0.5693161941822046	2	0.6296296296296297
bioethanol	A21_18	59658	0.5693161941822046	3	0.75
bioethanol	A21_18	59658	0.5693161941822046	4	0.875
bioethanol	A21_18	59658	0.5693161941822046	5	0.8888888888888888
bioethanol	A21_18	59658	0.5693161941822046	6	1
bioethanol	A21_18	59658	0.5693161941822046	7	1
bioethanol	A21_18	59658	0.5693161941822046	8	1
bioethanol	A21_18	59658	0.5693161941822046	9	1
bioethanol	A21_18	59658	0.5693161941822046	10	1
bioethanol	A21_39	10523	2.251947350016593	1	0.5102040816326531
bioethanol	A21_39	10523	2.251947350016593	2	0.6538461538461539
bioethanol	A21_39	10523	2.251947350016593	3	0.8
bioethanol	A21_39	10523	2.251947350016593	4	0.8
bioethanol	A21_39	10523	2.251947350016593	5	0.8571428571428572
bioethanol	A21_39	10523	2.251947350016593	6	0.7777777777777778
bioethanol	A21_39	10523	2.251947350016593	7	0.8
bioethanol	A21_39	10523	2.251947350016593	8	1
bioethanol	A21_39	10523	2.251947350016593	9	0.8571428571428572
bioethanol	A21_39	10523	2.251947350016593	10	1
bioethanol	A21_DR	9497	2.237880584295444	1	0.5641025641025641
bioethanol	A21_DR	9497	2.237880584295444	2	0.7619047619047619
bioethanol	A21_DR	9497	2.237880584295444	3	0.8823529411764706
bioethanol	A21_DR	9497	2.237880584295444	4	0.9230769230769231
bioethanol	A21_DR	9497	2.237880584295444	5	0.8181818181818181
bioethanol	A21_DR	9497	2.237880584295444	6	0.8
bioethanol	A21_DR	9497	2.237880584295444	7	0.6666666666666667
bioethanol	A21_DR	9497	2.237880584295444	8	1
bioethanol	A21_DR	9497	2.237880584295444	9	0.8571428571428572
bioethanol	A21_DR	9497	2.237880584295444	10	1
bioethanol	A21_PS	3950	3.4814976014344863	1	0.5739130434782609
bioethanol	A21_PS	3950	3.4814976014344863	2	0.7592592592592593
bioethanol	A21_PS	3950	3.4814976014344863	3	0.8235294117647058
bioethanol	A21_PS	3950	3.4814976014344863	4	0.8666666666666667
bioethanol	A21_PS	3950	3.4814976014344863	5	0.9166666666666666
bioethanol	A21_PS	3950	3.4814976014344863	6	0.8
bioethanol	A21_PS	3950	3.4814976014344863	7	1
bioethanol	A21_PS	3950	3.4814976014344863	8	1
bioethanol	A21_PS	3950	3.4814976014344863	9	1
bioethanol	A21_PS	3950	3.4814976014344863	10	1
bioethanol	A22_10	29781	1.231132701729343	1	0.5504587155963303
bioethanol	A22_10	29781	1.231132701729343	2	0.7884615384615384
bioethanol	A22_10	29781	1.231132701729343	3	0.9166666666666666
bioethanol	A22_10	29781	1.231132701729343	4	0.8571428571428572
bioethanol	A22_10	29781	1.231132701729343	5	0.8571428571428572
bioethanol	A22_10	29781	1.231132701729343	6	0.8888888888888888
bioethanol	A22_10	29781	1.231132701729343	7	0.8
bioethanol	A22_10	29781	1.231132701729343	8	0.8571428571428572
bioethanol	A22_10	29781	1.231132701729343	9	1
bioethanol	A22_10	29781	1.231132701729343	10	1
bioethanol	A22_18	40249	0.7237912642264466	1	0.4818181818181818
bioethanol	A22_18	40249	0.7237912642264466	2	0.7307692307692308
bioethanol	A22_18	40249	0.7237912642264466	3	0.75
bioethanol	A22_18	40249	0.7237912642264466	4	0.9565217391304348
bioethanol	A22_18	40249	0.7237912642264466	5	0.8888888888888888
bioethanol	A22_18	40249	0.7237912642264466	6	0.7777777777777778
bioethanol	A22_18	40249	0.7237912642264466	7	0.8333333333333334
bioethanol	A22_18	40249	0.7237912642264466	8	1
bioethanol	A22_18	40249	0.7237912642264466	9	1
bioethanol	A22_18	40249	0.7237912642264466	10	1
bioethanol	A22_39	11294	1.5973422437488047	1	0.5333333333333333
bioethanol	A22_39	11294	1.5973422437488047	2	0.7142857142857143
bioethanol	A22_39	11294	1.5973422437488047	3	0.7142857142857143
bioethanol	A22_39	11294	1.5973422437488047	4	0.9473684210526316
bioethanol	A22_39	11294	1.5973422437488047	5	0.8571428571428572
bioethanol	A22_39	11294	1.5973422437488047	6	0.8181818181818181
bioethanol	A22_39	11294	1.5973422437488047	7	0.7142857142857143
bioethanol	A22_39	11294	1.5973422437488047	8	1
bioethanol	A22_39	11294	1.5973422437488047	9	0.6666666666666667
bioethanol	A22_39	11294	1.5973422437488047	10	0
bioethanol	A22_DR	16112	1.7220347352033925	1	0.45070422535211263
bioethanol	A22_DR	16112	1.7220347352033925	2	0.9166666666666666
bioethanol	A22_DR	16112	1.7220347352033925	3	0.9230769230769231
bioethanol	A22_DR	16112	1.7220347352033925	4	0.8571428571428572
bioethanol	A22_DR	16112	1.7220347352033925	5	0.75
bioethanol	A22_DR	16112	1.7220347352033925	6	0.8461538461538461
bioethanol	A22_DR	16112	1.7220347352033925	7	0.8888888888888888
bioethanol	A22_DR	16112	1.7220347352033925	8	1
bioethanol	A22_DR	16112	1.7220347352033925	9	0.75
bioethanol	A22_DR	16112	1.7220347352033925	10	0.6
bioethanol	A22_PS	15483	2.955234517607731	1	0.45070422535211263
bioethanol	A22_PS	15483	2.955234517607731	2	0.7
bioethanol	A22_PS	15483	2.955234517607731	3	0.8148148148148149
bioethanol	A22_PS	15483	2.955234517607731	4	0.875
bioethanol	A22_PS	15483	2.955234517607731	5	0.7857142857142857
bioethanol	A22_PS	15483	2.955234517607731	6	0.8888888888888888
bioethanol	A22_PS	15483	2.955234517607731	7	0.6666666666666667
bioethanol	A22_PS	15483	2.955234517607731	8	0.8888888888888888
bioethanol	A22_PS	15483	2.955234517607731	9	1
bioethanol	A22_PS	15483	2.955234517607731	10	1
bioethanol	A31_10	16232	1.385267335666393	1	0.5662650602409638
bioethanol	A31_10	16232	1.385267335666393	2	0.6170212765957447
bioethanol	A31_10	16232	1.385267335666393	3	0.8148148148148149
bioethanol	A31_10	16232	1.385267335666393	4	0.875
bioethanol	A31_10	16232	1.385267335666393	5	0.875
bioethanol	A31_10	16232	1.385267335666393	6	0.8181818181818181
bioethanol	A31_10	16232	1.385267335666393	7	0.8888888888888888
bioethanol	A31_10	16232	1.385267335666393	8	1
bioethanol	A31_10	16232	1.385267335666393	9	1
bioethanol	A31_10	16232	1.385267335666393	10	0
bioethanol	A31_18	56012	1.3282116807654119	1	0.32173913043478264
bioethanol	A31_18	56012	1.3282116807654119	2	0.7407407407407407
bioethanol	A31_18	56012	1.3282116807654119	3	0.7307692307692308
bioethanol	A31_18	56012	1.3282116807654119	4	1
bioethanol	A31_18	56012	1.3282116807654119	5	0.875
bioethanol	A31_18	56012	1.3282116807654119	6	0.8
bioethanol	A31_18	56012	1.3282116807654119	7	0.75
bioethanol	A31_18	56012	1.3282116807654119	8	1
bioethanol	A31_18	56012	1.3282116807654119	9	1
bioethanol	A31_18	56012	1.3282116807654119	10	1
bioethanol	A31_39	13955	1.7415429611105393	1	0.4918032786885246
bioethanol	A31_39	13955	1.7415429611105393	2	0.5
bioethanol	A31_39	13955	1.7415429611105393	3	1
bioethanol	A31_39	13955	1.7415429611105393	4	0.6923076923076923
bioethanol	A31_39	13955	1.7415429611105393	5	0.7142857142857143
bioethanol	A31_39	13955	1.7415429611105393	6	0.7777777777777778
bioethanol	A31_39	13955	1.7415429611105393	7	0.7777777777777778
bioethanol	A31_39	13955	1.7415429611105393	8	1
bioethanol	A31_39	13955	1.7415429611105393	9	1
bioethanol	A31_39	13955	1.7415429611105393	10	0.6666666666666667
bioethanol	A31_DR	10329	2.0735358225199527	1	0.6
bioethanol	A31_DR	10329	2.0735358225199527	2	0.5454545454545454
bioethanol	A31_DR	10329	2.0735358225199527	3	0.8571428571428572
bioethanol	A31_DR	10329	2.0735358225199527	4	0.9
bioethanol	A31_DR	10329	2.0735358225199527	5	0.8888888888888888
bioethanol	A31_DR	10329	2.0735358225199527	6	0.7142857142857143
bioethanol	A31_DR	10329	2.0735358225199527	7	1
bioethanol	A31_DR	10329	2.0735358225199527	8	1
bioethanol	A31_DR	10329	2.0735358225199527	9	1
bioethanol	A31_DR	10329	2.0735358225199527	10	1
bioethanol	A31_PS	5434	2.8416287242011546	1	0.5254237288135593
bioethanol	A31_PS	5434	2.8416287242011546	2	0.8823529411764706
bioethanol	A31_PS	5434	2.8416287242011546	3	0.7894736842105263
bioethanol	A31_PS	5434	2.8416287242011546	4	1
bioethanol	A31_PS	5434	2.8416287242011546	5	1
bioethanol	A31_PS	5434	2.8416287242011546	6	0.875
bioethanol	A31_PS	5434	2.8416287242011546	7	0.9090909090909091
bioethanol	A31_PS	5434	2.8416287242011546	8	1
bioethanol	A31_PS	5434	2.8416287242011546	9	0.6666666666666667
bioethanol	A31_PS	5434	2.8416287242011546	10	1
bioethanol	A32_10	215758	0.9194744914535231	1	0.2577777777777778
bioethanol	A32_10	215758	0.9194744914535231	2	0.5
bioethanol	A32_10	215758	0.9194744914535231	3	0.8
bioethanol	A32_10	215758	0.9194744914535231	4	0.9333333333333333
bioethanol	A32_10	215758	0.9194744914535231	5	0.8888888888888888
bioethanol	A32_10	215758	0.9194744914535231	6	0.7894736842105263
bioethanol	A32_10	215758	0.9194744914535231	7	0.9473684210526316
bioethanol	A32_10	215758	0.9194744914535231	8	0.7857142857142857
bioethanol	A32_10	215758	0.9194744914535231	9	0.8
bioethanol	A32_10	215758	0.9194744914535231	10	1
bioethanol	A32_18	280805	0.7083880630346244	1	0.19417475728155342
bioethanol	A32_18	280805	0.7083880630346244	2	0.64
bioethanol	A32_18	280805	0.7083880630346244	3	0.8235294117647058
bioethanol	A32_18	280805	0.7083880630346244	4	0.8181818181818181
bioethanol	A32_18	280805	0.7083880630346244	5	1
bioethanol	A32_18	280805	0.7083880630346244	6	0.8333333333333334
bioethanol	A32_18	280805	0.7083880630346244	7	0.9230769230769231
bioethanol	A32_18	280805	0.7083880630346244	8	1
bioethanol	A32_18	280805	0.7083880630346244	9	1
bioethanol	A32_18	280805	0.7083880630346244	10	0.5
bioethanol	A32_39	25643	1.5603945507429644	1	0.38888888888888884
bioethanol	A32_39	25643	1.5603945507429644	2	0.8823529411764706
bioethanol	A32_39	25643	1.5603945507429644	3	0.7857142857142857
bioethanol	A32_39	25643	1.5603945507429644	4	0.6
bioethanol	A32_39	25643	1.5603945507429644	5	0.75
bioethanol	A32_39	25643	1.5603945507429644	6	0.5
bioethanol	A32_39	25643	1.5603945507429644	7	0.7142857142857143
bioethanol	A32_39	25643	1.5603945507429644	8	0.8333333333333334
bioethanol	A32_39	25643	1.5603945507429644	9	0.5
bioethanol	A32_39	25643	1.5603945507429644	10	0.6666666666666667
bioethanol	A32_DR	27829	1.117415323854706	1	0.4576271186440678
bioethanol	A32_DR	27829	1.117415323854706	2	0.736842105263158
bioethanol	A32_DR	27829	1.117415323854706	3	0.8
bioethanol	A32_DR	27829	1.117415323854706	4	0.9333333333333333
bioethanol	A32_DR	27829	1.117415323854706	5	1
bioethanol	A32_DR	27829	1.117415323854706	6	1
bioethanol	A32_DR	27829	1.117415323854706	7	1
bioethanol	A32_DR	27829	1.117415323854706	8	0.5
bioethanol	A32_DR	27829	1.117415323854706	9	0.6666666666666667
bioethanol	A32_DR	27829	1.117415323854706	10	0.6666666666666667
bioethanol	A32_PS	48434	1.4278980652190547	1	0.32307692307692304
bioethanol	A32_PS	48434	1.4278980652190547	2	0.7446808510638299
bioethanol	A32_PS	48434	1.4278980652190547	3	0.8181818181818181
bioethanol	A32_PS	48434	1.4278980652190547	4	0.8636363636363636
bioethanol	A32_PS	48434	1.4278980652190547	5	0.875
bioethanol	A32_PS	48434	1.4278980652190547	6	0.8
bioethanol	A32_PS	48434	1.4278980652190547	7	1
bioethanol	A32_PS	48434	1.4278980652190547	8	1
bioethanol	A32_PS	48434	1.4278980652190547	9	0.5
bioethanol	A32_PS	48434	1.4278980652190547	10	1
bioethanol	A41_10	37929	1.4827574441745985	1	0.4651162790697675
bioethanol	A41_10	37929	1.4827574441745985	2	0.6304347826086957
bioethanol	A41_10	37929	1.4827574441745985	3	0.75
bioethanol	A41_10	37929	1.4827574441745985	4	0.9090909090909091
bioethanol	A41_10	37929	1.4827574441745985	5	0.8235294117647058
bioethanol	A41_10	37929	1.4827574441745985	6	0.7777777777777778
bioethanol	A41_10	37929	1.4827574441745985	7	0.8
bioethanol	A41_10	37929	1.4827574441745985	8	0.7
bioethanol	A41_10	37929	1.4827574441745985	9	1
bioethanol	A41_10	37929	1.4827574441745985	10	0.8
bioethanol	A41_18	88197	0.7344140675355172	1	0.4887218045112782
bioethanol	A41_18	88197	0.7344140675355172	2	0.6666666666666667
bioethanol	A41_18	88197	0.7344140675355172	3	0.95
bioethanol	A41_18	88197	0.7344140675355172	4	0.9
bioethanol	A41_18	88197	0.7344140675355172	5	0.875
bioethanol	A41_18	88197	0.7344140675355172	6	1
bioethanol	A41_18	88197	0.7344140675355172	7	0.6
bioethanol	A41_18	88197	0.7344140675355172	8	1
bioethanol	A41_18	88197	0.7344140675355172	9	1
bioethanol	A41_18	88197	0.7344140675355172	10	1
bioethanol	A41_39	46771	1.1022405786320155	1	0.4444444444444444
bioethanol	A41_39	46771	1.1022405786320155	2	0.7575757575757576
bioethanol	A41_39	46771	1.1022405786320155	3	0.9
bioethanol	A41_39	46771	1.1022405786320155	4	0.8461538461538461
bioethanol	A41_39	46771	1.1022405786320155	5	0.8333333333333334
bioethanol	A41_39	46771	1.1022405786320155	6	1
bioethanol	A41_39	46771	1.1022405786320155	7	0.8
bioethanol	A41_39	46771	1.1022405786320155	8	0.8333333333333334
bioethanol	A41_39	46771	1.1022405786320155	9	0.7142857142857143
bioethanol	A41_39	46771	1.1022405786320155	10	0.5
bioethanol	A41_DR	20312	1.3203093003976287	1	0.5161290322580645
bioethanol	A41_DR	20312	1.3203093003976287	2	0.76
bioethanol	A41_DR	20312	1.3203093003976287	3	0.9375
bioethanol	A41_DR	20312	1.3203093003976287	4	0.8
bioethanol	A41_DR	20312	1.3203093003976287	5	0.875
bioethanol	A41_DR	20312	1.3203093003976287	6	0.8888888888888888
bioethanol	A41_DR	20312	1.3203093003976287	7	1
bioethanol	A41_DR	20312	1.3203093003976287	8	1
bioethanol	A41_DR	20312	1.3203093003976287	9	1
bioethanol	A41_DR	20312	1.3203093003976287	10	0.5
bioethanol	A41_PS	16015	2.9425454508732765	1	0.475
bioethanol	A41_PS	16015	2.9425454508732765	2	0.7777777777777778
bioethanol	A41_PS	16015	2.9425454508732765	3	0.7407407407407407
bioethanol	A41_PS	16015	2.9425454508732765	4	0.631578947368421
bioethanol	A41_PS	16015	2.9425454508732765	5	0.8666666666666667
bioethanol	A41_PS	16015	2.9425454508732765	6	0.9090909090909091
bioethanol	A41_PS	16015	2.9425454508732765	7	0.7272727272727273
bioethanol	A41_PS	16015	2.9425454508732765	8	0.75
bioethanol	A41_PS	16015	2.9425454508732765	9	0.75
bioethanol	A41_PS	16015	2.9425454508732765	10	1
bioethanol	A42_10	66822	0.49704411200040666	1	0.49504950495049505
bioethanol	A42_10	66822	0.49704411200040666	2	0.6153846153846154
bioethanol	A42_10	66822	0.49704411200040666	3	0.8421052631578947
bioethanol	A42_10	66822	0.49704411200040666	4	0.75
bioethanol	A42_10	66822	0.49704411200040666	5	1
bioethanol	A42_10	66822	0.49704411200040666	6	1
bioethanol	A42_10	66822	0.49704411200040666	7	1
bioethanol	A42_10	66822	0.49704411200040666	8	1
bioethanol	A42_10	66822	0.49704411200040666	9	0
bioethanol	A42_10	66822	0.49704411200040666	10	0.5
bioethanol	A42_18	125057	0.7795805049894958	1	0.35
bioethanol	A42_18	125057	0.7795805049894958	2	0.6296296296296297
bioethanol	A42_18	125057	0.7795805049894958	3	0.7619047619047619
bioethanol	A42_18	125057	0.7795805049894958	4	0.9090909090909091
bioethanol	A42_18	125057	0.7795805049894958	5	0.8888888888888888
bioethanol	A42_18	125057	0.7795805049894958	6	1
bioethanol	A42_18	125057	0.7795805049894958	7	0.8571428571428572
bioethanol	A42_18	125057	0.7795805049894958	8	0.8333333333333334
bioethanol	A42_18	125057	0.7795805049894958	9	0.8
bioethanol	A42_18	125057	0.7795805049894958	10	1
bioethanol	A42_39	56166	1.1203390121177064	1	0.3295454545454546
bioethanol	A42_39	56166	1.1203390121177064	2	0.6875
bioethanol	A42_39	56166	1.1203390121177064	3	0.75
bioethanol	A42_39	56166	1.1203390121177064	4	1
bioethanol	A42_39	56166	1.1203390121177064	5	0.7777777777777778
bioethanol	A42_39	56166	1.1203390121177064	6	1
bioethanol	A42_39	56166	1.1203390121177064	7	1
bioethanol	A42_39	56166	1.1203390121177064	8	1
bioethanol	A42_39	56166	1.1203390121177064	9	0.8
bioethanol	A42_39	56166	1.1203390121177064	10	1
bioethanol	A42_DR	55837	1.1330641261476697	1	0.3529411764705882
bioethanol	A42_DR	55837	1.1330641261476697	2	0.6428571428571428
bioethanol	A42_DR	55837	1.1330641261476697	3	0.6666666666666667
bioethanol	A42_DR	55837	1.1330641261476697	4	0.7
bioethanol	A42_DR	55837	1.1330641261476697	5	0.8571428571428572
bioethanol	A42_DR	55837	1.1330641261476697	6	0.8181818181818181
bioethanol	A42_DR	55837	1.1330641261476697	7	1
bioethanol	A42_DR	55837	1.1330641261476697	8	0.8
bioethanol	A42_DR	55837	1.1330641261476697	9	1
bioethanol	A42_DR	55837	1.1330641261476697	10	1
bioethanol	A42_PS	12560	2.602144161072184	1	0.5064935064935066
bioethanol	A42_PS	12560	2.602144161072184	2	0.7857142857142857
bioethanol	A42_PS	12560	2.602144161072184	3	0.8
bioethanol	A42_PS	12560	2.602144161072184	4	0.9090909090909091
bioethanol	A42_PS	12560	2.602144161072184	5	0.8125
bioethanol	A42_PS	12560	2.602144161072184	6	0.75
bioethanol	A42_PS	12560	2.602144161072184	7	1
bioethanol	A42_PS	12560	2.602144161072184	8	0.75
bioethanol	A42_PS	12560	2.602144161072184	9	1
bioethanol	A42_PS	12560	2.602144161072184	10	0
bioethanol	B1_10	7239	1.7559238990365529	1	0.6097560975609756
bioethanol	B1_10	7239	1.7559238990365529	2	0.736842105263158
bioethanol	B1_10	7239	1.7559238990365529	3	0.7857142857142857
bioethanol	B1_10	7239	1.7559238990365529	4	0.8888888888888888
bioethanol	B1_10	7239	1.7559238990365529	5	0.8333333333333334
bioethanol	B1_10	7239	1.7559238990365529	6	0.8333333333333334
bioethanol	B1_10	7239	1.7559238990365529	7	1
bioethanol	B1_10	7239	1.7559238990365529	8	1
bioethanol	B1_10	7239	1.7559238990365529	9	1
bioethanol	B1_10	7239	1.7559238990365529	10	1
bioethanol	B1_25	6258	2.6758322780874253	1	0.5111111111111111
bioethanol	B1_25	6258	2.6758322780874253	2	0.782608695652174
bioethanol	B1_25	6258	2.6758322780874253	3	0.6666666666666667
bioethanol	B1_25	6258	2.6758322780874253	4	0.5
bioethanol	B1_25	6258	2.6758322780874253	5	0.8888888888888888
bioethanol	B1_25	6258	2.6758322780874253	6	1
bioethanol	B1_25	6258	2.6758322780874253	7	1
bioethanol	B1_25	6258	2.6758322780874253	8	1
bioethanol	B1_25	6258	2.6758322780874253	9	1
bioethanol	B1_25	6258	2.6758322780874253	10	0.8333333333333334
bioethanol	B1_45	3839	2.169577690145343	1	0.8
bioethanol	B1_45	3839	2.169577690145343	2	1
bioethanol	B1_45	3839	2.169577690145343	3	1
bioethanol	B1_45	3839	2.169577690145343	4	1
bioethanol	B1_45	3839	2.169577690145343	5	0.75
bioethanol	B1_45	3839	2.169577690145343	6	1
bioethanol	B1_45	3839	2.169577690145343	7	1
bioethanol	B1_45	3839	2.169577690145343	8	0.8888888888888888
bioethanol	B1_45	3839	2.169577690145343	9	1
bioethanol	B1_45	3839	2.169577690145343	10	1
bioethanol	B1_DR	5062	2.548369614784348	1	0.6944444444444444
bioethanol	B1_DR	5062	2.548369614784348	2	0.9090909090909091
bioethanol	B1_DR	5062	2.548369614784348	3	0.4
bioethanol	B1_DR	5062	2.548369614784348	4	0.75
bioethanol	B1_DR	5062	2.548369614784348	5	0.75
bioethanol	B1_DR	5062	2.548369614784348	6	1
bioethanol	B1_DR	5062	2.548369614784348	7	1
bioethanol	B1_DR	5062	2.548369614784348	8	0.6666666666666667
bioethanol	B1_DR	5062	2.548369614784348	9	1
bioethanol	B1_DR	5062	2.548369614784348	10	1
bioethanol	B1_PS	219717	1.5919016491952356	1	0.11486486486486491
bioethanol	B1_PS	219717	1.5919016491952356	2	0.48484848484848486
bioethanol	B1_PS	219717	1.5919016491952356	3	0.5806451612903225
bioethanol	B1_PS	219717	1.5919016491952356	4	0.631578947368421
bioethanol	B1_PS	219717	1.5919016491952356	5	0.9
bioethanol	B1_PS	219717	1.5919016491952356	6	0.6
bioethanol	B1_PS	219717	1.5919016491952356	7	0.6
bioethanol	B1_PS	219717	1.5919016491952356	8	0.75
bioethanol	B1_PS	219717	1.5919016491952356	9	0.6
bioethanol	B1_PS	219717	1.5919016491952356	10	0.6666666666666667
