dataset	sample	n	shannon	min_freq	coverage
human	3487650	27318	3.9383755880040114	8	1
human	3487650	27318	3.9383755880040114	9	1
human	3487650	27318	3.9383755880040114	10	1
human	3489670	55948	2.930034939553429	1	0.4464285714285714
human	3489670	55948	2.930034939553429	2	0.65
human	3489670	55948	2.930034939553429	3	0.7666666666666666
human	3489670	55948	2.930034939553429	4	0.8333333333333334
human	3489670	55948	2.930034939553429	5	0.9285714285714286
human	3489670	55948	2.930034939553429	6	1
human	3489670	55948	2.930034939553429	7	1
human	3489670	55948	2.930034939553429	8	0.8571428571428572
human	3489670	55948	2.930034939553429	9	1
human	3489670	55948	2.930034939553429	10	1
human	3491650	36749	4.324062754825661	1	0.5153061224489797
human	3491650	36749	4.324062754825661	2	0.6951219512195121
human	3491650	36749	4.324062754825661	3	0.7222222222222222
human	3491650	36749	4.324062754825661	4	0.96875
human	3491650	36749	4.324062754825661	5	0.8
human	3491650	36749	4.324062754825661	6	1
human	3491650	36749	4.324062754825661	7	0.9333333333333333
human	3491650	36749	4.324062754825661	8	0.8181818181818181
human	3491650	36749	4.324062754825661	9	0.8571428571428572
human	3491650	36749	4.324062754825661	10	1
human	3495650	71474	4.187553858323639	1	0.4548736462093863
human	3495650	71474	4.187553858323639	2	0.6717557251908397
human	3495650	71474	4.187553858323639	3	0.6716417910447761
human	3495650	71474	4.187553858323639	4	0.8857142857142857
human	3495650	71474	4.187553858323639	5	0.9130434782608696
human	3495650	71474	4.187553858323639	6	0.8888888888888888
human	3495650	71474	4.187553858323639	7	0.8461538461538461
human	3495650	71474	4.187553858323639	8	0.8571428571428572
human	3495650	71474	4.187553858323639	9	1
human	3495650	71474	4.187553858323639	10	1
human	3497650	163213	3.7889617304196075	1	0.23264781491002573
human	3497650	163213	3.7889617304196075	2	0.3302180685358256
human	3497650	163213	3.7889617304196075	3	0.3076923076923077
human	3497650	163213	3.7889617304196075	4	0.5211267605633803
human	3497650	163213	3.7889617304196075	5	0.6603773584905661
human	3497650	163213	3.7889617304196075	6	0.8108108108108107
human	3497650	163213	3.7889617304196075	7	0.8846153846153846
human	3497650	163213	3.7889617304196075	8	0.8333333333333334
human	3497650	163213	3.7889617304196075	9	0.9
human	3497650	163213	3.7889617304196075	10	1
human	3499660	24207	4.315044262839906	1	0.4362934362934363
human	3499660	24207	4.315044262839906	2	0.6231884057971014
human	3499660	24207	4.315044262839906	3	0.6111111111111112
human	3499660	24207	4.315044262839906	4	0.8333333333333334
human	3499660	24207	4.315044262839906	5	0.9230769230769231
human	3499660	24207	4.315044262839906	6	1
human	3499660	24207	4.315044262839906	7	0.8571428571428572
human	3499660	24207	4.315044262839906	8	1
human	3499660	24207	4.315044262839906	9	1
human	3499660	24207	4.315044262839906	10	1
human	3501650	33311	3.9310887857191	1	0.4131147540983606
human	3501650	33311	3.9310887857191	2	0.5862068965517242
human	3501650	33311	3.9310887857191	3	0.5909090909090908
human	3501650	33311	3.9310887857191	4	0.875
human	3501650	33311	3.9310887857191	5	0.7777777777777778
human	3501650	33311	3.9310887857191	6	1
human	3501650	33311	3.9310887857191	7	0.8571428571428572
human	3501650	33311	3.9310887857191	8	0.8571428571428572
human	3501650	33311	3.9310887857191	9	1
human	3501650	33311	3.9310887857191	10	0.75
human	3503650	37135	4.262360157126685	1	0.41328413284132837
human	3503650	37135	4.262360157126685	2	0.5842696629213483
human	3503650	37135	4.262360157126685	3	0.925
human	3503650	37135	4.262360157126685	4	0.75
human	3503650	37135	4.262360157126685	5	0.8333333333333334
human	3503650	37135	4.262360157126685	6	1
human	3503650	37135	4.262360157126685	7	1
human	3503650	37135	4.262360157126685	8	1
human	3503650	37135	4.262360157126685	9	1
human	3503650	37135	4.262360157126685	10	1
human	3509661	58786	2.39804345629257	1	0.34545454545454546
human	3509661	58786	2.39804345629257	2	0.5454545454545454
human	3509661	58786	2.39804345629257	3	0.525
human	3509661	58786	2.39804345629257	4	0.7272727272727273
human	3509661	58786	2.39804345629257	5	0.5555555555555556
human	3509661	58786	2.39804345629257	6	0.8
human	3509661	58786	2.39804345629257	7	0.9
human	3509661	58786	2.39804345629257	8	1
human	3509661	58786	2.39804345629257	9	1
human	3509661	58786	2.39804345629257	10	1
human	3511650	17811	3.2733160955014617	1	0.5280898876404494
human	3511650	17811	3.2733160955014617	2	0.7105263157894737
human	3511650	17811	3.2733160955014617	3	0.8571428571428572
human	3511650	17811	3.2733160955014617	4	1
human	3511650	17811	3.2733160955014617	5	1
human	3511650	17811	3.2733160955014617	6	1
human	3511650	17811	3.2733160955014617	7	1
human	3511650	17811	3.2733160955014617	8	0.875
human	3511650	17811	3.2733160955014617	9	1
human	3511650	17811	3.2733160955014617	10	1
human	3515660	26507	4.672314224368434	1	0.3112391930835735
human	3515660	26507	4.672314224368434	2	0.4453781512605042
human	3515660	26507	4.672314224368434	3	0.5352112676056338
human	3515660	26507	4.672314224368434	4	0.8787878787878788
human	3515660	26507	4.672314224368434	5	1
human	3515660	26507	4.672314224368434	6	0.8181818181818181
human	3515660	26507	4.672314224368434	7	0.9166666666666666
human	3515660	26507	4.672314224368434	8	0.9
human	3515660	26507	4.672314224368434	9	1
human	3515660	26507	4.672314224368434	10	0.7142857142857143
human	3517653	31559	4.148731078178079	1	0.3301282051282052
human	3517653	31559	4.148731078178079	2	0.5473684210526315
human	3517653	31559	4.148731078178079	3	0.6285714285714286
human	3517653	31559	4.148731078178079	4	0.9090909090909091
human	3517653	31559	4.148731078178079	5	0.9230769230769231
human	3517653	31559	4.148731078178079	6	0.9166666666666666
human	3517653	31559	4.148731078178079	7	1
human	3517653	31559	4.148731078178079	8	1
human	3517653	31559	4.148731078178079	9	1
human	3517653	31559	4.148731078178079	10	1
human	3519670	69348	4.222073767822352	1	0.3772727272727273
human	3519670	69348	4.222073767822352	2	0.640625
human	3519670	69348	4.222073767822352	3	0.7321428571428572
human	3519670	69348	4.222073767822352	4	0.8076923076923077
human	3519670	69348	4.222073767822352	5	0.9
human	3519670	69348	4.222073767822352	6	0.8947368421052632
human	3519670	69348	4.222073767822352	7	1
human	3519670	69348	4.222073767822352	8	1
human	3519670	69348	4.222073767822352	9	1
human	3519670	69348	4.222073767822352	10	1
human	3523650	48168	3.860748224758878	1	0.3627906976744186
human	3523650	48168	3.860748224758878	2	0.5428571428571429
human	3523650	48168	3.860748224758878	3	0.7857142857142857
human	3523650	48168	3.860748224758878	4	0.736842105263158
human	3523650	48168	3.860748224758878	5	1
human	3523650	48168	3.860748224758878	6	0.8181818181818181
human	3523650	48168	3.860748224758878	7	1
human	3523650	48168	3.860748224758878	8	1
human	3523650	48168	3.860748224758878	9	1
human	3523650	48168	3.860748224758878	10	1
human	3525650	21225	3.288964564554604	1	0.2955326460481099
human	3525650	21225	3.288964564554604	2	0.8275862068965517
human	3525650	21225	3.288964564554604	3	0.7619047619047619
human	3525650	21225	3.288964564554604	4	0.8823529411764706
human	3525650	21225	3.288964564554604	5	1
human	3525650	21225	3.288964564554604	6	1
human	3525650	21225	3.288964564554604	7	1
human	3525650	21225	3.288964564554604	8	1
human	3525650	21225	3.288964564554604	9	0
human	3525650	21225	3.288964564554604	10	1
human	3527670	35122	4.108617724601652	1	0.4736842105263158
human	3527670	35122	4.108617724601652	2	0.5857142857142856
human	3527670	35122	4.108617724601652	3	0.725
human	3527670	35122	4.108617724601652	4	0.8947368421052632
human	3527670	35122	4.108617724601652	5	0.9411764705882353
human	3527670	35122	4.108617724601652	6	1
human	3527670	35122	4.108617724601652	7	0.9333333333333333
human	3527670	35122	4.108617724601652	8	1
human	3527670	35122	4.108617724601652	9	1
human	3527670	35122	4.108617724601652	10	1
human	3529653	27692	4.011600012645011	1	0.37037037037037035
human	3529653	27692	4.011600012645011	2	0.648936170212766
human	3529653	27692	4.011600012645011	3	0.6666666666666667
human	3529653	27692	4.011600012645011	4	0.7142857142857143
human	3529653	27692	4.011600012645011	5	0.875
human	3529653	27692	4.011600012645011	6	0.8888888888888888
human	3529653	27692	4.011600012645011	7	0.8181818181818181
human	3529653	27692	4.011600012645011	8	1
human	3529653	27692	4.011600012645011	9	1
human	3529653	27692	4.011600012645011	10	1
human	3531650	50430	3.8180190567669725	1	0.40740740740740744
human	3531650	50430	3.8180190567669725	2	0.6629213483146068
human	3531650	50430	3.8180190567669725	3	0.75
human	3531650	50430	3.8180190567669725	4	0.9523809523809523
human	3531650	50430	3.8180190567669725	5	0.8235294117647058
human	3531650	50430	3.8180190567669725	6	0.9166666666666666
human	3531650	50430	3.8180190567669725	7	1
human	3531650	50430	3.8180190567669725	8	1
human	3531650	50430	3.8180190567669725	9	1
human	3531650	50430	3.8180190567669725	10	0.8888888888888888
human	3535650	35510	2.9986247713484624	1	0.30810810810810807
human	3535650	35510	2.9986247713484624	2	0.7560975609756098
human	3535650	35510	2.9986247713484624	3	0.9
human	3535650	35510	2.9986247713484624	4	1
human	3535650	35510	2.9986247713484624	5	0.8571428571428572
human	3535650	35510	2.9986247713484624	6	0.6
human	3535650	35510	2.9986247713484624	7	1
human	3535650	35510	2.9986247713484624	8	1
human	3535650	35510	2.9986247713484624	9	1
human	3535650	35510	2.9986247713484624	10	1
human	3537650	31248	4.052448071538007	1	0.5636363636363637
human	3537650	31248	4.052448071538007	2	0.7792207792207793
human	3537650	31248	4.052448071538007	3	0.75
human	3537650	31248	4.052448071538007	4	0.9565217391304348
human	3537650	31248	4.052448071538007	5	0.9090909090909091
human	3537650	31248	4.052448071538007	6	0.875
human	3537650	31248	4.052448071538007	7	0.8181818181818181
human	3537650	31248	4.052448071538007	8	1
human	3537650	31248	4.052448071538007	9	1
human	3537650	31248	4.052448071538007	10	1
human	3551650	32725	4.378110222144112	1	0.38372093023255816
human	3551650	32725	4.378110222144112	2	0.5227272727272727
human	3551650	32725	4.378110222144112	3	0.6538461538461539
human	3551650	32725	4.378110222144112	4	0.75
human	3551650	32725	4.378110222144112	5	0.9565217391304348
human	3551650	32725	4.378110222144112	6	1
human	3551650	32725	4.378110222144112	7	0.8333333333333334
human	3551650	32725	4.378110222144112	8	1
human	3551650	32725	4.378110222144112	9	0.875
human	3551650	32725	4.378110222144112	10	0.875
human	3561650	30798	4.659748363786584	1	0.4403292181069959
human	3561650	30798	4.659748363786584	2	0.6896551724137931
human	3561650	30798	4.659748363786584	3	0.7115384615384616
human	3561650	30798	4.659748363786584	4	0.7837837837837838
human	3561650	30798	4.659748363786584	5	0.9090909090909091
human	3561650	30798	4.659748363786584	6	0.9545454545454546
human	3561650	30798	4.659748363786584	7	0.9090909090909091
human	3561650	30798	4.659748363786584	8	1
human	3561650	30798	4.659748363786584	9	1
human	3561650	30798	4.659748363786584	10	1
lake	M0371.A1	1	-0	1	0
lake	M0371.A1	1	-0	2	0
lake	M0371.A1	1	-0	3	0
lake	M0371.A1	1	-0	4	0
lake	M0371.A1	1	-0	5	0
lake	M0371.A1	1	-0	6	0
lake	M0371.A1	1	-0	7	0
lake	M0371.A1	1	-0	8	0
lake	M0371.A1	1	-0	9	0
lake	M0371.A1	1	-0	10	0
lake	M0371.A11	21346	2.5067078804270357	1	0.2036405005688282
lake	M0371.A11	21346	2.5067078804270357	2	0.6285714285714286
lake	M0371.A11	21346	2.5067078804270357	3	0.7777777777777778
lake	M0371.A11	21346	2.5067078804270357	4	0.7777777777777778
lake	M0371.A11	21346	2.5067078804270357	5	1
lake	M0371.A11	21346	2.5067078804270357	6	0.5
lake	M0371.A11	21346	2.5067078804270357	7	1
lake	M0371.A11	21346	2.5067078804270357	8	0.8
lake	M0371.A11	21346	2.5067078804270357	9	0.5
lake	M0371.A11	21346	2.5067078804270357	10	0.8333333333333334
lake	M0371.A12	1138	4.58175248064525	1	0.1875
lake	M0371.A12	1138	4.58175248064525	2	0.6923076923076923
lake	M0371.A12	1138	4.58175248064525	3	0.8
lake	M0371.A12	1138	4.58175248064525	4	0.7777777777777778
lake	M0371.A12	1138	4.58175248064525	5	0.8
lake	M0371.A12	1138	4.58175248064525	6	1
lake	M0371.A12	1138	4.58175248064525	7	1
lake	M0371.A12	1138	4.58175248064525	8	0
lake	M0371.A12	1138	4.58175248064525	9	1
lake	M0371.A12	1138	4.58175248064525	10	0
lake	M0371.A4	2108	2.429629235026942	1	0.17567567567567566
lake	M0371.A4	2108	2.429629235026942	2	0.8
lake	M0371.A4	2108	2.429629235026942	3	0.6666666666666667
lake	M0371.A4	2108	2.429629235026942	4	1
lake	M0371.A4	2108	2.429629235026942	5	1
lake	M0371.A4	2108	2.429629235026942	6	0.6666666666666667
lake	M0371.A4	2108	2.429629235026942	7	1
lake	M0371.A4	2108	2.429629235026942	8	1
lake	M0371.A4	2108	2.429629235026942	9	0
lake	M0371.A4	2108	2.429629235026942	10	1
lake	M0371.A6	73047	4.660407203306751	1	0.12857944974733293
lake	M0371.A6	73047	4.660407203306751	2	0.5581395348837209
lake	M0371.A6	73047	4.660407203306751	3	0.7803030303030303
lake	M0371.A6	73047	4.660407203306751	4	0.7685185185185185
lake	M0371.A6	73047	4.660407203306751	5	0.775
lake	M0371.A6	73047	4.660407203306751	6	0.7962962962962963
lake	M0371.A6	73047	4.660407203306751	7	0.8484848484848485
lake	M0371.A6	73047	4.660407203306751	8	0.7586206896551724
lake	M0371.A6	73047	4.660407203306751	9	0.9655172413793104
lake	M0371.A6	73047	4.660407203306751	10	0.8636363636363636
lake	M0371.A7	81286	5.32922439707045	1	0.11314459049545
lake	M0371.A7	81286	5.32922439707045	2	0.48641304347826086
lake	M0371.A7	81286	5.32922439707045	3	0.6946902654867257
lake	M0371.A7	81286	5.32922439707045	4	0.6851851851851851
lake	M0371.A7	81286	5.32922439707045	5	0.7768595041322314
lake	M0371.A7	81286	5.32922439707045	6	0.8356164383561644
lake	M0371.A7	81286	5.32922439707045	7	0.8787878787878788
lake	M0371.A7	81286	5.32922439707045	8	0.8837209302325582
lake	M0371.A7	81286	5.32922439707045	9	0.9459459459459459
lake	M0371.A7	81286	5.32922439707045	10	0.9722222222222222
lake	M0371.A9	81939	2.553074661782364	1	0.10504860457823773
lake	M0371.A9	81939	2.553074661782364	2	0.4871794871794872
lake	M0371.A9	81939	2.553074661782364	3	0.537037037037037
lake	M0371.A9	81939	2.553074661782364	4	0.4193548387096774
lake	M0371.A9	81939	2.553074661782364	5	0.6818181818181819
lake	M0371.A9	81939	2.553074661782364	6	0.64
lake	M0371.A9	81939	2.553074661782364	7	0.6666666666666667
lake	M0371.A9	81939	2.553074661782364	8	0.5
lake	M0371.A9	81939	2.553074661782364	9	0.5555555555555556
lake	M0371.A9	81939	2.553074661782364	10	1
lake	M0371.B10	16200	4.599378092781452	1	0.2414589104339797
lake	M0371.B10	16200	4.599378092781452	2	0.6296296296296297
lake	M0371.B10	16200	4.599378092781452	3	0.9117647058823529
lake	M0371.B10	16200	4.599378092781452	4	0.9148936170212766
lake	M0371.B10	16200	4.599378092781452	5	0.9655172413793104
lake	M0371.B10	16200	4.599378092781452	6	1
lake	M0371.B10	16200	4.599378092781452	7	0.9583333333333334
lake	M0371.B10	16200	4.599378092781452	8	1
lake	M0371.B10	16200	4.599378092781452	9	1
lake	M0371.B10	16200	4.599378092781452	10	0.8571428571428572
lake	M0371.B11	22172	3.921679230917704	1	0.2046848856664808
lake	M0371.B11	22172	3.921679230917704	2	0.6885245901639344
lake	M0371.B11	22172	3.921679230917704	3	0.6976744186046512
lake	M0371.B11	22172	3.921679230917704	4	0.875
lake	M0371.B11	22172	3.921679230917704	5	0.8947368421052632
lake	M0371.B11	22172	3.921679230917704	6	0.8888888888888888
lake	M0371.B11	22172	3.921679230917704	7	1
lake	M0371.B11	22172	3.921679230917704	8	0.7692307692307692
lake	M0371.B11	22172	3.921679230917704	9	1
lake	M0371.B11	22172	3.921679230917704	10	0.875
lake	M0371.B12	661	5.182816989628029	1	0.3352112676056338
lake	M0371.B12	661	5.182816989628029	2	0.6470588235294117
lake	M0371.B12	661	5.182816989628029	3	0.7142857142857143
lake	M0371.B12	661	5.182816989628029	4	0.875
lake	M0371.B12	661	5.182816989628029	5	1
lake	M0371.B12	661	5.182816989628029	6	1
lake	M0371.B12	661	5.182816989628029	7	1
lake	M0371.B12	661	5.182816989628029	8	1
lake	M0371.B12	661	5.182816989628029	9	1
lake	M0371.B12	661	5.182816989628029	10	1
lake	M0371.B5	1	-0	1	0
lake	M0371.B5	1	-0	2	0
lake	M0371.B5	1	-0	3	0
lake	M0371.B5	1	-0	4	0
lake	M0371.B5	1	-0	5	0
lake	M0371.B5	1	-0	6	0
lake	M0371.B5	1	-0	7	0
lake	M0371.B5	1	-0	8	0
lake	M0371.B5	1	-0	9	0
lake	M0371.B5	1	-0	10	0
lake	M0371.B6	26535	2.0894435298067706	1	0.15354330708661412
lake	M0371.B6	26535	2.0894435298067706	2	0.5405405405405406
lake	M0371.B6	26535	2.0894435298067706	3	0.5714285714285714
lake	M0371.B6	26535	2.0894435298067706	4	0.4
lake	M0371.B6	26535	2.0894435298067706	5	0.41666666666666663
lake	M0371.B6	26535	2.0894435298067706	6	0.4285714285714286
lake	M0371.B6	26535	2.0894435298067706	7	1
lake	M0371.B6	26535	2.0894435298067706	8	0.75
lake	M0371.B6	26535	2.0894435298067706	9	0.4285714285714286
lake	M0371.B6	26535	2.0894435298067706	10	1
lake	M0371.B7	79159	4.21111961461961	1	0.1477012689827335
lake	M0371.B7	79159	4.21111961461961	2	0.5741626794258373
lake	M0371.B7	79159	4.21111961461961	3	0.7983870967741935
lake	M0371.B7	79159	4.21111961461961	4	0.7191011235955056
lake	M0371.B7	79159	4.21111961461961	5	0.8333333333333334
lake	M0371.B7	79159	4.21111961461961	6	0.8205128205128205
lake	M0371.B7	79159	4.21111961461961	7	0.8666666666666667
lake	M0371.B7	79159	4.21111961461961	8	0.896551724137931
lake	M0371.B7	79159	4.21111961461961	9	1
lake	M0371.B7	79159	4.21111961461961	10	0.8888888888888888
lake	M0371.B8	1713	3.690540376848645	1	0.20710059171597628
lake	M0371.B8	1713	3.690540376848645	2	0.875
lake	M0371.B8	1713	3.690540376848645	3	0.375
lake	M0371.B8	1713	3.690540376848645	4	1
lake	M0371.B8	1713	3.690540376848645	5	1
lake	M0371.B8	1713	3.690540376848645	6	0
lake	M0371.B8	1713	3.690540376848645	7	1
lake	M0371.B8	1713	3.690540376848645	8	0
lake	M0371.B8	1713	3.690540376848645	9	0
lake	M0371.B8	1713	3.690540376848645	10	0.6666666666666667
lake	M0371.B9	29926	6.707749658345403	1	0.1700203064426804
lake	M0371.B9	29926	6.707749658345403	2	0.4756756756756757
lake	M0371.B9	29926	6.707749658345403	3	0.6143790849673203
lake	M0371.B9	29926	6.707749658345403	4	0.6689189189189189
lake	M0371.B9	29926	6.707749658345403	5	0.7130434782608696
lake	M0371.B9	29926	6.707749658345403	6	0.8068181818181819
lake	M0371.B9	29926	6.707749658345403	7	0.9285714285714286
lake	M0371.B9	29926	6.707749658345403	8	0.8571428571428572
lake	M0371.B9	29926	6.707749658345403	9	0.8809523809523809
lake	M0371.B9	29926	6.707749658345403	10	0.9428571428571428
lake	M0371.C1	82137	4.45090692049103	1	0.1803025625192961
lake	M0371.C1	82137	4.45090692049103	2	0.6144200626959248
lake	M0371.C1	82137	4.45090692049103	3	0.7922705314009661
lake	M0371.C1	82137	4.45090692049103	4	0.8373983739837398
lake	M0371.C1	82137	4.45090692049103	5	0.9157894736842105
lake	M0371.C1	82137	4.45090692049103	6	0.8225806451612903
lake	M0371.C1	82137	4.45090692049103	7	0.9838709677419355
lake	M0371.C1	82137	4.45090692049103	8	0.9736842105263158
lake	M0371.C1	82137	4.45090692049103	9	0.935483870967742
lake	M0371.C1	82137	4.45090692049103	10	1
lake	M0371.C10	22481	4.901713023292576	1	0.31407035175879394
lake	M0371.C10	22481	4.901713023292576	2	0.6575342465753424
lake	M0371.C10	22481	4.901713023292576	3	0.8703703703703703
lake	M0371.C10	22481	4.901713023292576	4	0.9666666666666667
lake	M0371.C10	22481	4.901713023292576	5	1
lake	M0371.C10	22481	4.901713023292576	6	0.9444444444444444
lake	M0371.C10	22481	4.901713023292576	7	0.9166666666666666
lake	M0371.C10	22481	4.901713023292576	8	1
lake	M0371.C10	22481	4.901713023292576	9	1
lake	M0371.C10	22481	4.901713023292576	10	1
lake	M0371.C11	39472	4.7306346731272155	1	0.24538545059717698
lake	M0371.C11	39472	4.7306346731272155	2	0.6050420168067228
lake	M0371.C11	39472	4.7306346731272155	3	0.8194444444444444
lake	M0371.C11	39472	4.7306346731272155	4	0.8620689655172413
lake	M0371.C11	39472	4.7306346731272155	5	0.875
lake	M0371.C11	39472	4.7306346731272155	6	0.8823529411764706
lake	M0371.C11	39472	4.7306346731272155	7	0.8235294117647058
lake	M0371.C11	39472	4.7306346731272155	8	0.9166666666666666
lake	M0371.C11	39472	4.7306346731272155	9	1
lake	M0371.C11	39472	4.7306346731272155	10	0.9333333333333333
lake	M0371.C12	1933	4.401896987998702	1	0.27554179566563464
lake	M0371.C12	1933	4.401896987998702	2	0.5789473684210527
lake	M0371.C12	1933	4.401896987998702	3	0.8333333333333334
lake	M0371.C12	1933	4.401896987998702	4	1
lake	M0371.C12	1933	4.401896987998702	5	1
lake	M0371.C12	1933	4.401896987998702	6	1
lake	M0371.C12	1933	4.401896987998702	7	1
lake	M0371.C12	1933	4.401896987998702	8	1
lake	M0371.C12	1933	4.401896987998702	9	1
lake	M0371.C12	1933	4.401896987998702	10	0.8333333333333334
lake	M0371.C2	76698	4.341372258624005	1	0.182156862745098
lake	M0371.C2	76698	4.341372258624005	2	0.6146788990825688
lake	M0371.C2	76698	4.341372258624005	3	0.7959183673469388
lake	M0371.C2	76698	4.341372258624005	4	0.8372093023255813
lake	M0371.C2	76698	4.341372258624005	5	0.88
lake	M0371.C2	76698	4.341372258624005	6	0.8666666666666667
lake	M0371.C2	76698	4.341372258624005	7	0.9333333333333333
lake	M0371.C2	76698	4.341372258624005	8	0.935483870967742
lake	M0371.C2	76698	4.341372258624005	9	0.8260869565217391
lake	M0371.C2	76698	4.341372258624005	10	0.9
lake	M0371.C3	84213	6.252518088337519	1	0.10829791166143043
lake	M0371.C3	84213	6.252518088337519	2	0.3618881118881119
lake	M0371.C3	84213	6.252518088337519	3	0.5024875621890548
lake	M0371.C3	84213	6.252518088337519	4	0.560483870967742
lake	M0371.C3	84213	6.252518088337519	5	0.6
lake	M0371.C3	84213	6.252518088337519	6	0.6811594202898551
lake	M0371.C3	84213	6.252518088337519	7	0.6597938144329897
lake	M0371.C3	84213	6.252518088337519	8	0.6794871794871795
lake	M0371.C3	84213	6.252518088337519	9	0.7532467532467533
lake	M0371.C3	84213	6.252518088337519	10	0.7818181818181819
lake	M0371.C4	2296	5.777984629356939	1	0.2861602497398543
lake	M0371.C4	2296	5.777984629356939	2	0.6176470588235294
lake	M0371.C4	2296	5.777984629356939	3	0.9615384615384616
lake	M0371.C4	2296	5.777984629356939	4	0.9473684210526316
lake	M0371.C4	2296	5.777984629356939	5	0.8333333333333334
lake	M0371.C4	2296	5.777984629356939	6	1
lake	M0371.C4	2296	5.777984629356939	7	1
lake	M0371.C4	2296	5.777984629356939	8	1
lake	M0371.C4	2296	5.777984629356939	9	0
lake	M0371.C4	2296	5.777984629356939	10	0
lake	M0371.C5	84244	5.913791530381825	1	0.1250491545418797
lake	M0371.C5	84244	5.913791530381825	2	0.4403846153846154
lake	M0371.C5	84244	5.913791530381825	3	0.6158357771260997
lake	M0371.C5	84244	5.913791530381825	4	0.6779661016949152
lake	M0371.C5	84244	5.913791530381825	5	0.7738095238095238
lake	M0371.C5	84244	5.913791530381825	6	0.7938931297709924
lake	M0371.C5	84244	5.913791530381825	7	0.8279569892473118
lake	M0371.C5	84244	5.913791530381825	8	0.875
lake	M0371.C5	84244	5.913791530381825	9	0.8939393939393939
lake	M0371.C5	84244	5.913791530381825	10	0.9107142857142857
lake	M0371.C6	61424	4.917743204054865	1	0.2192355117139334
lake	M0371.C6	61424	4.917743204054865	2	0.60625
lake	M0371.C6	61424	4.917743204054865	3	0.7608695652173914
lake	M0371.C6	61424	4.917743204054865	4	0.8727272727272728
lake	M0371.C6	61424	4.917743204054865	5	0.9189189189189189
lake	M0371.C6	61424	4.917743204054865	6	0.972972972972973
lake	M0371.C6	61424	4.917743204054865	7	1
lake	M0371.C6	61424	4.917743204054865	8	1
lake	M0371.C6	61424	4.917743204054865	9	0.8461538461538461
lake	M0371.C6	61424	4.917743204054865	10	0.9230769230769231
lake	M0371.C7	40092	4.999760280725794	1	0.2643042912873862
lake	M0371.C7	40092	4.999760280725794	2	0.7196969696969697
lake	M0371.C7	40092	4.999760280725794	3	0.8588235294117648
lake	M0371.C7	40092	4.999760280725794	4	0.94
lake	M0371.C7	40092	4.999760280725794	5	0.9583333333333334
lake	M0371.C7	40092	4.999760280725794	6	0.9565217391304348
lake	M0371.C7	40092	4.999760280725794	7	0.9411764705882353
lake	M0371.C7	40092	4.999760280725794	8	0.8461538461538461
lake	M0371.C7	40092	4.999760280725794	9	1
lake	M0371.C7	40092	4.999760280725794	10	1
lake	M0371.C8	1369	4.942225808744013	1	0.30666666666666664
lake	M0371.C8	1369	4.942225808744013	2	0.5294117647058824
lake	M0371.C8	1369	4.942225808744013	3	0.9375
lake	M0371.C8	1369	4.942225808744013	4	1
lake	M0371.C8	1369	4.942225808744013	5	1
lake	M0371.C8	1369	4.942225808744013	6	1
lake	M0371.C8	1369	4.942225808744013	7	1
lake	M0371.C8	1369	4.942225808744013	8	1
lake	M0371.C8	1369	4.942225808744013	9	1
lake	M0371.C8	1369	4.942225808744013	10	1
lake	M0371.C9	15347	5.6932948994412484	1	0.3410581547879318
lake	M0371.C9	15347	5.6932948994412484	2	0.7551020408163265
lake	M0371.C9	15347	5.6932948994412484	3	0.8863636363636364
lake	M0371.C9	15347	5.6932948994412484	4	0.9830508474576272
lake	M0371.C9	15347	5.6932948994412484	5	0.9512195121951219
lake	M0371.C9	15347	5.6932948994412484	6	1
lake	M0371.C9	15347	5.6932948994412484	7	0.9642857142857143
lake	M0371.C9	15347	5.6932948994412484	8	1
lake	M0371.C9	15347	5.6932948994412484	9	1
lake	M0371.C9	15347	5.6932948994412484	10	1
lake	M0371.D1	87321	4.2147801318750036	1	0.07935244161358812
lake	M0371.D1	87321	4.2147801318750036	2	0.3015873015873016
lake	M0371.D1	87321	4.2147801318750036	3	0.4545454545454546
lake	M0371.D1	87321	4.2147801318750036	4	0.6451612903225806
lake	M0371.D1	87321	4.2147801318750036	5	0.6875
lake	M0371.D1	87321	4.2147801318750036	6	0.6785714285714286
lake	M0371.D1	87321	4.2147801318750036	7	0.6
lake	M0371.D1	87321	4.2147801318750036	8	0.8260869565217391
lake	M0371.D1	87321	4.2147801318750036	9	0.8823529411764706
lake	M0371.D1	87321	4.2147801318750036	10	0.6666666666666667
lake	M0371.D10	59346	5.412958309622371	1	0.20052296126818103
lake	M0371.D10	59346	5.412958309622371	2	0.5843621399176955
lake	M0371.D10	59346	5.412958309622371	3	0.7337278106508875
lake	M0371.D10	59346	5.412958309622371	4	0.8660714285714286
lake	M0371.D10	59346	5.412958309622371	5	0.8873239436619719
lake	M0371.D10	59346	5.412958309622371	6	0.9166666666666666
lake	M0371.D10	59346	5.412958309622371	7	0.8571428571428572
lake	M0371.D10	59346	5.412958309622371	8	0.9411764705882353
lake	M0371.D10	59346	5.412958309622371	9	0.9047619047619048
lake	M0371.D10	59346	5.412958309622371	10	0.8888888888888888
lake	M0371.D11	21547	7.012858540174106	1	0.22784548646973768
lake	M0371.D11	21547	7.012858540174106	2	0.6007326007326007
lake	M0371.D11	21547	7.012858540174106	3	0.8042328042328042
lake	M0371.D11	21547	7.012858540174106	4	0.8802816901408451
lake	M0371.D11	21547	7.012858540174106	5	0.9150943396226415
