dataset	method	prune	mean	sd	sd_mean	median	iqr	iqr_median	lci	uci
rainforest	otu	4	0.6682896658141517	0.14145178379104384	0.21166238388366898	0.6874965	0.19149400000000005	0.27853814528510334	0.57778875	0.76928275
rainforest	otu	5	0.6702543358908781	0.1430641033245208	0.2134474865192257	0.6898595000000001	0.19431325	0.28167076049543416	0.57838	0.77269325
rainforest	otu	6	0.6727728017902813	0.1443921170520446	0.2146224054655749	0.692368	0.1958257499999999	0.2828347786148405	0.58090275	0.7767284999999999
rainforest	otu	7	0.6752185255754476	0.14555637474122438	0.21556928494693706	0.6948814999999999	0.1995135	0.2871187389504542	0.58115275	0.78066625
rainforest	otu	8	0.6773218043478261	0.1463046831071123	0.21600468517027135	0.6980035	0.1984832499999999	0.2843585311534969	0.5845655000000001	0.78304875
rainforest	otu	9	0.6793066564364877	0.14702883866544256	0.21643956712676365	0.6999055000000001	0.19943975000000003	0.28495239714504317	0.586189	0.78562875
rainforest	otu	10	0.6813737250639387	0.14770231799815153	0.21677137313196435	0.702497	0.19997025000000024	0.2846563757567651	0.5882607499999999	0.7882310000000001
rainforest	otu	11	0.6833196338448423	0.14831012555836215	0.21704355943039993	0.703354	0.20031299999999996	0.28479684483204754	0.59055	0.790863
rice	otu	1	0.8214632460999124	0.09851437602286633	0.11992548235187177	0.838455	0.12316700000000003	0.14689756754983874	0.771981	0.895148
rice	otu	2	0.8242807001460707	0.10179664205298278	0.12349754402225287	0.84219	0.12812899999999994	0.1521378786259632	0.772834	0.900963
rice	otu	3	0.8281432607403697	0.10162437270914439	0.12271351772915597	0.846195	0.12761599999999995	0.1508115741643474	0.77705	0.904666
rice	otu	4	0.8323005770710739	0.10132301509754697	0.12173848954197534	0.850442	0.12697000000000003	0.14929883519393447	0.781542	0.908512
rice	otu	5	0.8362325285004799	0.10073261902300776	0.12046005816544836	0.854429	0.12582000000000004	0.14725623779155442	0.786125	0.911945
rice	otu	6	0.8391486866074037	0.10051179731231621	0.1197782930682709	0.857634	0.12521300000000002	0.14599817637826862	0.789418	0.914631
rice	otu	7	0.8415878214264847	0.10040252085612135	0.11930129963850936	0.860121	0.12493399999999999	0.1452516564529874	0.792069	0.917003
rice	otu	8	0.8446900596302325	0.0997424030407152	0.11808165835925424	0.863234	0.12400299999999997	0.14364934652712935	0.795722	0.919725
rice	otu	9	0.8481187387254288	0.09873262626899594	0.116413683321481	0.866816	0.12206600000000001	0.14082112005316008	0.800145	0.922211
rice	otu	10	0.8508390385459705	0.09804553819070556	0.11523394408213698	0.86947	0.12112	0.13930325370628086	0.803328	0.924448
rice	otu	11	0.8522992962731104	0.0980597349038686	0.11505316891925062	0.871064	0.12084600000000001	0.13873377845944732	0.805023	0.925869
seagrass	otu	1	0.5716382492454913	0.084930561730812	0.14857396586549682	0.545269	0.07719350000000003	0.1415695739167274	0.516123	0.5933165
seagrass	otu	2	0.5630041482762851	0.09885201444648652	0.17557954901244618	0.533142	0.09372749999999996	0.17580213151468083	0.49781549999999997	0.5915429999999999
seagrass	otu	3	0.55711941104159	0.10391815494863194	0.1865276148866302	0.526223	0.10026150000000006	0.1905304405166632	0.48828	0.5885415
seagrass	otu	4	0.554040647478837	0.10901063714947912	0.1967556670174512	0.522299	0.10614099999999999	0.20321884591010128	0.481724	0.587865
seagrass	otu	5	0.5564523584590848	0.11217819899107581	0.201595333878568	0.523892	0.11134699999999997	0.21253808036770933	0.481607	0.592954
seagrass	otu	6	0.5568847021469758	0.1154830393108725	0.20737333754302634	0.523469	0.11608850000000004	0.22176766914564194	0.47966	0.5957485
seagrass	otu	7	0.5613742231137284	0.11769189711274988	0.2096496281214301	0.527244	0.12010500000000002	0.22779775587773404	0.482336	0.602441
seagrass	otu	8	0.5618757756103545	0.12073984935465429	0.21488708820645808	0.526884	0.12585000000000002	0.23885712984262192	0.480113	0.605963
seagrass	otu	9	0.5666840960863697	0.12234921408704928	0.2159037370768241	0.531438	0.12877	0.24230484082809284	0.48345	0.61222
seagrass	otu	10	0.5761725401055086	0.12256935358592516	0.21273029353929346	0.541231	0.131791	0.2435023123213563	0.492463	0.624254
seagrass	otu	11	0.5732535648141333	0.12607339877482887	0.2199260615426017	0.537127	0.13833999999999996	0.25755547570686255	0.486231	0.624571
sediment	otu	1	0.7514145874168179	0.14288340373036415	0.1901525550915412	0.754631	0.22132399999999997	0.29328771280268096	0.651629	0.872953
sediment	otu	2	0.7504613502722323	0.14410208287671242	0.19201799376402118	0.754917	0.222503	0.2947383619656201	0.649718	0.872221
sediment	otu	3	0.7501893950393225	0.14443049746062409	0.19252537881191123	0.754322	0.22358500000000003	0.2964052486869003	0.649471	0.873056
sediment	otu	4	0.7499033103448276	0.144867531169873	0.1931816131112405	0.753342	0.22469099999999997	0.2982589580827831	0.648941	0.873632
sediment	otu	5	0.7496708421052631	0.14532037298195635	0.19384557170965916	0.751981	0.22541100000000003	0.2997562438412673	0.647517	0.872928
sediment	otu	6	0.7492654029038113	0.14587188030501727	0.19468652861814295	0.751796	0.22609500000000005	0.3007398283576928	0.646465	0.87256
sediment	otu	7	0.7492172679975801	0.1465049027648626	0.19554394836149958	0.752844	0.22841299999999998	0.3034001732098549	0.644873	0.873286
sediment	otu	8	0.7489881808832426	0.14716946117482968	0.196491032744042	0.751818	0.228611	0.3040775826064287	0.644855	0.873466
sediment	otu	9	0.7487816430732003	0.14766987526711456	0.1972135356591247	0.751817	0.22841	0.3038106347688334	0.645142	0.873552
sediment	otu	10	0.7486141252268602	0.14827304478118142	0.19806338109937308	0.751402	0.22880499999999993	0.30450411364356217	0.645279	0.874084
sediment	otu	11	0.748053110707804	0.1489251384693351	0.1990836430429691	0.750598	0.229553	0.30582682074825673	0.644269	0.873822
soil	otu	1	0.6964707843137254	0.2701886147814625	0.3879396248439848	0.923143	0.533876	0.578324268287795	0.419543	0.953419
soil	otu	2	0.6881256666666666	0.2808687071953352	0.4081648466273387	0.923654	0.5632809999999999	0.6098398317984872	0.394048	0.957329
soil	otu	3	0.6877869869281046	0.28150481040327535	0.409290689927958	0.923888	0.565239	0.6118046776232617	0.392264	0.957503
soil	otu	4	0.687702477124183	0.28216844552967424	0.4103059897495777	0.925111	0.5679259999999999	0.613900386007733	0.38958	0.957506
soil	otu	5	0.6877816928104575	0.2824569373864169	0.41067818515526827	0.926018	0.5708599999999999	0.6164674984719518	0.386844	0.957704
soil	otu	6	0.6878901960784314	0.28282815384788135	0.4111530524206425	0.926788	0.573285	0.6185718848323458	0.384437	0.957722
soil	otu	7	0.6879947385620915	0.28331136177064814	0.4117929191766331	0.927293	0.5739970000000001	0.6190028394477258	0.383882	0.957879
soil	otu	8	0.6881863006535948	0.28338050677114246	0.4117787676127903	0.927704	0.57386	0.6185809266748877	0.384565	0.958425
soil	otu	9	0.6883346078431373	0.2833435304726642	0.41163632809413325	0.927985	0.574088	0.6186393099026386	0.384019	0.958107
soil	otu	10	0.6882868888888889	0.2836111642279692	0.412053707264142	0.928176	0.57378	0.6181801727258623	0.384776	0.958556
soil	otu	11	0.6886549150326797	0.28365805245869047	0.4119015870891296	0.928264	0.572902	0.6171757172528505	0.38578	0.958682
stream	otu	1	0.6858471276616915	0.1403578692167302	0.2046489130825152	0.6980234999999999	0.19701325000000003	0.2822444373291158	0.596004	0.79301725
stream	otu	2	0.6743111410447761	0.15048712236535025	0.22317163873666074	0.6874895	0.21598149999999994	0.31415970716643665	0.57492325	0.7909047499999999
stream	otu	3	0.6641093319900497	0.15562278132978719	0.23433307413924256	0.6765635000000001	0.22656125000000005	0.3348706366808142	0.55865925	0.7852205000000001
stream	otu	4	0.6567960886567165	0.15922878625486256	0.24243260428136576	0.6685515	0.235174	0.35176646825263275	0.546667	0.781841
stream	otu	5	0.6531477162189054	0.16118277134944287	0.24677843517931206	0.6642444999999999	0.24019075	0.3615999078652515	0.540362	0.78055275
stream	otu	6	0.6503034123383085	0.16276898944605925	0.25029699423041263	0.6609244999999999	0.243992	0.3691677339847441	0.5358732500000001	0.7798652500000001
stream	otu	7	0.6485851661691542	0.16391255106601763	0.25272324995368217	0.6587525000000001	0.24687649999999994	0.3747636631360032	0.53291175	0.77978825
stream	otu	8	0.6469115680597015	0.16487736407373185	0.2548684738599632	0.656967	0.24898924999999994	0.3789981079719376	0.529992	0.77898125
stream	otu	9	0.6458034148756219	0.1656518365840184	0.2565050490108078	0.655531	0.25182250000000006	0.38415040631182973	0.52754075	0.7793632500000001
stream	otu	10	0.6446587591542289	0.1664353185843335	0.25817584298814333	0.654377	0.253564	0.3874891690875444	0.5253595	0.7789235
stream	otu	11	0.6439535610945274	0.1671031865620951	0.2594957100292604	0.653449	0.2550752500000001	0.3903521927495491	0.52394875	0.779024
